series_id	platform_id	sample_id	gsm_name	gpl_name	gse_name	t2d_control	t2d	sample_class
11628	2	455932	GSM228576	GPL96	GSE9006	t2d_control		0
11628	2	455933	GSM228577	GPL96	GSE9006	t2d_control		0
11628	2	455934	GSM228578	GPL96	GSE9006	t2d_control		0
11628	2	455935	GSM228579	GPL96	GSE9006	t2d_control		0
11628	2	455936	GSM228580	GPL96	GSE9006	t2d_control		0
11628	2	455937	GSM228581	GPL96	GSE9006	t2d_control		0
11628	2	456019	GSM228663	GPL96	GSE9006	t2d_control		0
11628	2	456020	GSM228664	GPL96	GSE9006	t2d_control		0
11628	2	456021	GSM228665	GPL96	GSE9006	t2d_control		0
11628	2	456022	GSM228666	GPL96	GSE9006	t2d_control		0
11628	2	456023	GSM228667	GPL96	GSE9006		t2d	1
11628	2	456024	GSM228668	GPL96	GSE9006		t2d	1
11628	2	456025	GSM228669	GPL96	GSE9006		t2d	1
11628	2	456026	GSM228670	GPL96	GSE9006		t2d	1
11628	2	456027	GSM228671	GPL96	GSE9006		t2d	1
11628	2	456028	GSM228672	GPL96	GSE9006		t2d	1
11628	2	456029	GSM228673	GPL96	GSE9006		t2d	1
11628	2	456030	GSM228674	GPL96	GSE9006		t2d	1
11628	2	456031	GSM228675	GPL96	GSE9006		t2d	1
11628	2	456032	GSM228676	GPL96	GSE9006		t2d	1
11628	2	456033	GSM228677	GPL96	GSE9006		t2d	1
11628	2	456034	GSM228678	GPL96	GSE9006		t2d	1
11628	50	456035	GSM254177	GPL97	GSE9006	t2d_control		0
11628	50	456036	GSM254178	GPL97	GSE9006	t2d_control		0
11628	50	456037	GSM254179	GPL97	GSE9006	t2d_control		0
11628	50	456038	GSM254180	GPL97	GSE9006	t2d_control		0
11628	50	456039	GSM254181	GPL97	GSE9006	t2d_control		0
11628	50	456040	GSM254182	GPL97	GSE9006	t2d_control		0
11628	50	456041	GSM254183	GPL97	GSE9006	t2d_control		0
11628	50	456123	GSM254265	GPL97	GSE9006		t2d	1
11628	50	456124	GSM254266	GPL97	GSE9006		t2d	1
11628	50	456125	GSM254267	GPL97	GSE9006		t2d	1
11628	50	456126	GSM254268	GPL97	GSE9006		t2d	1
11628	50	456127	GSM254269	GPL97	GSE9006		t2d	1
11628	50	456128	GSM254270	GPL97	GSE9006		t2d	1
11628	50	456129	GSM254271	GPL97	GSE9006		t2d	1
11628	50	456130	GSM254272	GPL97	GSE9006		t2d	1
11628	50	456131	GSM254273	GPL97	GSE9006		t2d	1
11628	50	456132	GSM254274	GPL97	GSE9006		t2d	1
11628	50	456133	GSM254275	GPL97	GSE9006		t2d	1
11628	50	456134	GSM254276	GPL97	GSE9006		t2d	1
11628	50	456135	GSM254277	GPL97	GSE9006	t2d_control		0
11628	50	456136	GSM254278	GPL97	GSE9006	t2d_control		0
11628	50	456137	GSM254279	GPL97	GSE9006	t2d_control		0
11628	50	456138	GSM254280	GPL97	GSE9006	t2d_control		0
11628	50	456139	GSM254281	GPL97	GSE9006	t2d_control		0
11628	50	456140	GSM254282	GPL97	GSE9006	t2d_control		0
11628	50	456141	GSM254283	GPL97	GSE9006	t2d_control		0
11628	50	456142	GSM254284	GPL97	GSE9006	t2d_control		0
11628	50	456143	GSM254285	GPL97	GSE9006	t2d_control		0
11628	50	456144	GSM254286	GPL97	GSE9006	t2d_control		0
11628	50	456145	GSM254287	GPL97	GSE9006	t2d_control		0
11628	50	456146	GSM254288	GPL97	GSE9006	t2d_control		0
11628	50	456147	GSM254289	GPL97	GSE9006	t2d_control		0
11628	50	456148	GSM254290	GPL97	GSE9006	t2d_control		0
11628	50	456149	GSM254291	GPL97	GSE9006	t2d_control		0
11628	50	456150	GSM254292	GPL97	GSE9006	t2d_control		0
11628	50	456151	GSM254293	GPL97	GSE9006	t2d_control		0
