slim_id	slim_name	direction	entrez_gene_id	gene_symbol
DOID:10652	Alzheimer's disease	down	65985	AACS
DOID:10652	Alzheimer's disease	down	79719	AAGAB
DOID:10652	Alzheimer's disease	down	16	AARS
DOID:10652	Alzheimer's disease	down	60496	AASDHPPT
DOID:10652	Alzheimer's disease	down	21	ABCA3
DOID:10652	Alzheimer's disease	down	23461	ABCA5
DOID:10652	Alzheimer's disease	down	8647	ABCB11
DOID:10652	Alzheimer's disease	down	4363	ABCC1
DOID:10652	Alzheimer's disease	down	225	ABCD2
DOID:10652	Alzheimer's disease	down	6059	ABCE1
DOID:10652	Alzheimer's disease	down	23	ABCF1
DOID:10652	Alzheimer's disease	down	10061	ABCF2
DOID:10652	Alzheimer's disease	down	55324	ABCF3
DOID:10652	Alzheimer's disease	down	25864	ABHD14A
DOID:10652	Alzheimer's disease	down	57406	ABHD6
DOID:10652	Alzheimer's disease	down	22885	ABLIM3
DOID:10652	Alzheimer's disease	down	28	ABO
DOID:10652	Alzheimer's disease	down	34	ACADM
DOID:10652	Alzheimer's disease	down	36	ACADSB
DOID:10652	Alzheimer's disease	down	38	ACAT1
DOID:10652	Alzheimer's disease	down	1636	ACE
DOID:10652	Alzheimer's disease	down	50	ACO2
DOID:10652	Alzheimer's disease	down	55856	ACOT13
DOID:10652	Alzheimer's disease	down	10005	ACOT8
DOID:10652	Alzheimer's disease	down	52	ACP1
DOID:10652	Alzheimer's disease	down	56	ACRV1
DOID:10652	Alzheimer's disease	down	2182	ACSL4
DOID:10652	Alzheimer's disease	down	23305	ACSL6
DOID:10652	Alzheimer's disease	down	58	ACTA1
DOID:10652	Alzheimer's disease	down	51412	ACTL6B
DOID:10652	Alzheimer's disease	down	10880	ACTL7B
DOID:10652	Alzheimer's disease	down	88	ACTN2
DOID:10652	Alzheimer's disease	down	10121	ACTR1A
DOID:10652	Alzheimer's disease	down	93973	ACTR8
DOID:10652	Alzheimer's disease	down	91	ACVR1B
DOID:10652	Alzheimer's disease	down	98	ACYP2
DOID:10652	Alzheimer's disease	down	4185	ADAM11
DOID:10652	Alzheimer's disease	down	8748	ADAM20
DOID:10652	Alzheimer's disease	down	9508	ADAMTS3
DOID:10652	Alzheimer's disease	down	11095	ADAMTS8
DOID:10652	Alzheimer's disease	down	23536	ADAT1
DOID:10652	Alzheimer's disease	down	107	ADCY1
DOID:10652	Alzheimer's disease	down	108	ADCY2
DOID:10652	Alzheimer's disease	down	119	ADD2
DOID:10652	Alzheimer's disease	down	575	ADGRB1
DOID:10652	Alzheimer's disease	down	23266	ADGRL2
DOID:10652	Alzheimer's disease	down	22850	ADNP2
DOID:10652	Alzheimer's disease	down	153	ADRB1
DOID:10652	Alzheimer's disease	down	3899	AFF3
DOID:10652	Alzheimer's disease	down	10939	AFG3L2
DOID:10652	Alzheimer's disease	down	174	AFP
DOID:10652	Alzheimer's disease	down	54812	AFTPH
DOID:10652	Alzheimer's disease	down	175	AGA
DOID:10652	Alzheimer's disease	down	79814	AGMAT
DOID:10652	Alzheimer's disease	down	56895	AGPAT4
DOID:10652	Alzheimer's disease	down	10551	AGR2
DOID:10652	Alzheimer's disease	down	191	AHCY
DOID:10652	Alzheimer's disease	down	54806	AHI1
DOID:10652	Alzheimer's disease	down	7965	AIMP2
DOID:10652	Alzheimer's disease	down	23746	AIPL1
DOID:10652	Alzheimer's disease	down	9590	AKAP12
DOID:10652	Alzheimer's disease	down	8852	AKAP4
DOID:10652	Alzheimer's disease	down	9472	AKAP6
DOID:10652	Alzheimer's disease	down	10327	AKR1A1
DOID:10652	Alzheimer's disease	down	6718	AKR1D1
DOID:10652	Alzheimer's disease	down	64400	AKTIP
DOID:10652	Alzheimer's disease	down	210	ALAD
DOID:10652	Alzheimer's disease	down	213	ALB
DOID:10652	Alzheimer's disease	down	7915	ALDH5A1
DOID:10652	Alzheimer's disease	down	29880	ALG5
DOID:10652	Alzheimer's disease	down	242	ALOX12B
DOID:10652	Alzheimer's disease	down	250	ALPP
DOID:10652	Alzheimer's disease	down	23600	AMACR
DOID:10652	Alzheimer's disease	down	258	AMBN
DOID:10652	Alzheimer's disease	down	51005	AMDHD2
DOID:10652	Alzheimer's disease	down	51321	AMZ2
DOID:10652	Alzheimer's disease	down	10393	ANAPC10
DOID:10652	Alzheimer's disease	down	51433	ANAPC5
DOID:10652	Alzheimer's disease	down	23141	ANKLE2
DOID:10652	Alzheimer's disease	down	57037	ANKMY2
DOID:10652	Alzheimer's disease	down	23243	ANKRD28
DOID:10652	Alzheimer's disease	down	22881	ANKRD6
DOID:10652	Alzheimer's disease	down	55107	ANO1
DOID:10652	Alzheimer's disease	down	11199	ANXA10
DOID:10652	Alzheimer's disease	down	309	ANXA6
DOID:10652	Alzheimer's disease	down	310	ANXA7
DOID:10652	Alzheimer's disease	down	55435	AP1AR
DOID:10652	Alzheimer's disease	down	1174	AP1S1
DOID:10652	Alzheimer's disease	down	1173	AP2M1
DOID:10652	Alzheimer's disease	down	1175	AP2S1
DOID:10652	Alzheimer's disease	down	8120	AP3B2
DOID:10652	Alzheimer's disease	down	10947	AP3M2
DOID:10652	Alzheimer's disease	down	10239	AP3S2
DOID:10652	Alzheimer's disease	down	9179	AP4M1
DOID:10652	Alzheimer's disease	down	11154	AP4S1
DOID:10652	Alzheimer's disease	down	55745	AP5M1
DOID:10652	Alzheimer's disease	down	55317	AP5S1
DOID:10652	Alzheimer's disease	down	321	APBA2
DOID:10652	Alzheimer's disease	down	322	APBB1
DOID:10652	Alzheimer's disease	down	327	APEH
DOID:10652	Alzheimer's disease	down	328	APEX1
DOID:10652	Alzheimer's disease	down	187	APLNR
DOID:10652	Alzheimer's disease	down	345	APOC3
DOID:10652	Alzheimer's disease	down	319	APOF
DOID:10652	Alzheimer's disease	down	80831	APOL5
DOID:10652	Alzheimer's disease	down	79135	APOO
DOID:10652	Alzheimer's disease	down	351	APP
DOID:10652	Alzheimer's disease	down	10513	APPBP2
DOID:10652	Alzheimer's disease	down	359	AQP2
DOID:10652	Alzheimer's disease	down	372	ARCN1
DOID:10652	Alzheimer's disease	down	375	ARF1
DOID:10652	Alzheimer's disease	down	377	ARF3
DOID:10652	Alzheimer's disease	down	378	ARF4
DOID:10652	Alzheimer's disease	down	23647	ARFIP2
DOID:10652	Alzheimer's disease	down	9181	ARHGEF2
DOID:10652	Alzheimer's disease	down	400	ARL1
DOID:10652	Alzheimer's disease	down	402	ARL2
DOID:10652	Alzheimer's disease	down	23568	ARL2BP
DOID:10652	Alzheimer's disease	down	403	ARL3
DOID:10652	Alzheimer's disease	down	379	ARL4D
DOID:10652	Alzheimer's disease	down	64860	ARMCX5
DOID:10652	Alzheimer's disease	down	79624	ARMT1
DOID:10652	Alzheimer's disease	down	9915	ARNT2
DOID:10652	Alzheimer's disease	down	56938	ARNTL2
DOID:10652	Alzheimer's disease	down	10552	ARPC1A
DOID:10652	Alzheimer's disease	down	10109	ARPC2
DOID:10652	Alzheimer's disease	down	81873	ARPC5L
DOID:10652	Alzheimer's disease	down	10777	ARPP21
DOID:10652	Alzheimer's disease	down	407	ARR3
DOID:10652	Alzheimer's disease	down	411	ARSB
DOID:10652	Alzheimer's disease	down	50807	ASAP1
DOID:10652	Alzheimer's disease	down	51666	ASB4
DOID:10652	Alzheimer's disease	down	140459	ASB6
DOID:10652	Alzheimer's disease	down	432	ASGR1
DOID:10652	Alzheimer's disease	down	40	ASIC2
DOID:10652	Alzheimer's disease	down	438	ASMT
DOID:10652	Alzheimer's disease	down	8623	ASMTL
DOID:10652	Alzheimer's disease	down	439	ASNA1
DOID:10652	Alzheimer's disease	down	253982	ASPHD1
DOID:10652	Alzheimer's disease	down	28990	ASTE1
DOID:10652	Alzheimer's disease	down	460	ASTN1
DOID:10652	Alzheimer's disease	down	79915	ATAD5
DOID:10652	Alzheimer's disease	down	22809	ATF5
DOID:10652	Alzheimer's disease	down	22926	ATF6
DOID:10652	Alzheimer's disease	down	55054	ATG16L1
DOID:10652	Alzheimer's disease	down	79065	ATG9A
DOID:10652	Alzheimer's disease	down	57194	ATP10A
DOID:10652	Alzheimer's disease	down	476	ATP1A1
DOID:10652	Alzheimer's disease	down	478	ATP1A3
DOID:10652	Alzheimer's disease	down	23439	ATP1B4
DOID:10652	Alzheimer's disease	down	496	ATP4B
DOID:10652	Alzheimer's disease	down	509	ATP5C1
DOID:10652	Alzheimer's disease	down	514	ATP5E
DOID:10652	Alzheimer's disease	down	516	ATP5G1
DOID:10652	Alzheimer's disease	down	522	ATP5J
DOID:10652	Alzheimer's disease	down	10632	ATP5L
DOID:10652	Alzheimer's disease	down	539	ATP5O
DOID:10652	Alzheimer's disease	down	55101	ATP5SL
DOID:10652	Alzheimer's disease	down	535	ATP6V0A1
DOID:10652	Alzheimer's disease	down	50617	ATP6V0A4
DOID:10652	Alzheimer's disease	down	155066	ATP6V0E2
DOID:10652	Alzheimer's disease	down	51382	ATP6V1D
DOID:10652	Alzheimer's disease	down	51761	ATP8A2
DOID:10652	Alzheimer's disease	down	25814	ATXN10
DOID:10652	Alzheimer's disease	down	6311	ATXN2
DOID:10652	Alzheimer's disease	down	79000	AUNIP
DOID:10652	Alzheimer's disease	down	54998	AURKAIP1
DOID:10652	Alzheimer's disease	down	60370	AVPI1
DOID:10652	Alzheimer's disease	down	8708	B3GALT1
DOID:10652	Alzheimer's disease	down	8705	B3GALT4
DOID:10652	Alzheimer's disease	down	27087	B3GAT1
DOID:10652	Alzheimer's disease	down	10678	B3GNT2
DOID:10652	Alzheimer's disease	down	10331	B3GNT3
DOID:10652	Alzheimer's disease	down	11041	B4GAT1
DOID:10652	Alzheimer's disease	down	27077	B9D1
DOID:10652	Alzheimer's disease	down	79870	BAALC
DOID:10652	Alzheimer's disease	down	570	BAAT
DOID:10652	Alzheimer's disease	down	29086	BABAM1
DOID:10652	Alzheimer's disease	down	572	BAD
DOID:10652	Alzheimer's disease	down	573	BAG1
DOID:10652	Alzheimer's disease	down	9530	BAG4
DOID:10652	Alzheimer's disease	down	574	BAGE
DOID:10652	Alzheimer's disease	down	8314	BAP1
DOID:10652	Alzheimer's disease	down	55973	BCAP29
DOID:10652	Alzheimer's disease	down	56647	BCCIP
DOID:10652	Alzheimer's disease	down	593	BCKDHA
DOID:10652	Alzheimer's disease	down	10295	BCKDK
DOID:10652	Alzheimer's disease	down	64919	BCL11B
DOID:10652	Alzheimer's disease	down	613	BCR
DOID:10652	Alzheimer's disease	down	617	BCS1L
DOID:10652	Alzheimer's disease	down	622	BDH1
DOID:10652	Alzheimer's disease	down	79656	BEND5
DOID:10652	Alzheimer's disease	down	10282	BET1
DOID:10652	Alzheimer's disease	down	80823	BHLHB9
DOID:10652	Alzheimer's disease	down	636	BICD1
DOID:10652	Alzheimer's disease	down	644	BLVRA
DOID:10652	Alzheimer's disease	down	9210	BMP15
DOID:10652	Alzheimer's disease	down	651	BMP3
DOID:10652	Alzheimer's disease	down	656	BMP8B
DOID:10652	Alzheimer's disease	down	662	BNIP1
DOID:10652	Alzheimer's disease	down	665	BNIP3L
DOID:10652	Alzheimer's disease	down	51027	BOLA1
DOID:10652	Alzheimer's disease	down	670	BPHL
DOID:10652	Alzheimer's disease	down	10380	BPNT1
DOID:10652	Alzheimer's disease	down	675	BRCA2
DOID:10652	Alzheimer's disease	down	65980	BRD9
DOID:10652	Alzheimer's disease	down	676	BRDT
DOID:10652	Alzheimer's disease	down	55290	BRF2
DOID:10652	Alzheimer's disease	down	57795	BRINP2
DOID:10652	Alzheimer's disease	down	339479	BRINP3
DOID:10652	Alzheimer's disease	down	83990	BRIP1
DOID:10652	Alzheimer's disease	down	55299	BRIX1
DOID:10652	Alzheimer's disease	down	8927	BSN
DOID:10652	Alzheimer's disease	down	9044	BTAF1
DOID:10652	Alzheimer's disease	down	685	BTC
DOID:10652	Alzheimer's disease	down	8896	BUD31
DOID:10652	Alzheimer's disease	down	705	BYSL
DOID:10652	Alzheimer's disease	down	64776	C11orf1
DOID:10652	Alzheimer's disease	down	56673	C11orf16
DOID:10652	Alzheimer's disease	down	10944	C11orf58
DOID:10652	Alzheimer's disease	down	60314	C12orf10
DOID:10652	Alzheimer's disease	down	91298	C12orf29
DOID:10652	Alzheimer's disease	down	57102	C12orf4
DOID:10652	Alzheimer's disease	down	64897	C12orf43
DOID:10652	Alzheimer's disease	down	56967	C14orf132
DOID:10652	Alzheimer's disease	down	9556	C14orf2
DOID:10652	Alzheimer's disease	down	122616	C14orf79
DOID:10652	Alzheimer's disease	down	64755	C16orf58
DOID:10652	Alzheimer's disease	down	80178	C16orf59
DOID:10652	Alzheimer's disease	down	80262	C16orf70
DOID:10652	Alzheimer's disease	down	64149	C17orf75
DOID:10652	Alzheimer's disease	down	55028	C17orf80
DOID:10652	Alzheimer's disease	down	10438	C1D
DOID:10652	Alzheimer's disease	down	56913	C1GALT1
DOID:10652	Alzheimer's disease	down	708	C1QBP
DOID:10652	Alzheimer's disease	down	54955	C1orf109
DOID:10652	Alzheimer's disease	down	54991	C1orf159
DOID:10652	Alzheimer's disease	down	81563	C1orf21
DOID:10652	Alzheimer's disease	down	79078	C1orf50
DOID:10652	Alzheimer's disease	down	8209	C21orf33
DOID:10652	Alzheimer's disease	down	25775	C22orf24
DOID:10652	Alzheimer's disease	down	79680	C22orf29
DOID:10652	Alzheimer's disease	down	56918	C2orf83
DOID:10652	Alzheimer's disease	down	54969	C4orf27
DOID:10652	Alzheimer's disease	down	201725	C4orf46
DOID:10652	Alzheimer's disease	down	65250	C5orf42
DOID:10652	Alzheimer's disease	down	64771	C6orf106
DOID:10652	Alzheimer's disease	down	81688	C6orf62
DOID:10652	Alzheimer's disease	down	55262	C7orf43
DOID:10652	Alzheimer's disease	down	65265	C8orf33
DOID:10652	Alzheimer's disease	down	56260	C8orf44
DOID:10652	Alzheimer's disease	down	138162	C9orf116
DOID:10652	Alzheimer's disease	down	84909	C9orf3
DOID:10652	Alzheimer's disease	down	11092	C9orf9
DOID:10652	Alzheimer's disease	down	51475	CABP2
DOID:10652	Alzheimer's disease	down	774	CACNA1B
DOID:10652	Alzheimer's disease	down	8913	CACNA1G
DOID:10652	Alzheimer's disease	down	779	CACNA1S
DOID:10652	Alzheimer's disease	down	781	CACNA2D1
DOID:10652	Alzheimer's disease	down	785	CACNB4
DOID:10652	Alzheimer's disease	down	786	CACNG1
DOID:10652	Alzheimer's disease	down	10369	CACNG2
DOID:10652	Alzheimer's disease	down	27101	CACYBP
DOID:10652	Alzheimer's disease	down	8618	CADPS
DOID:10652	Alzheimer's disease	down	801	CALM1
DOID:10652	Alzheimer's disease	down	808	CALM3
DOID:10652	Alzheimer's disease	down	810	CALML3
DOID:10652	Alzheimer's disease	down	50632	CALY
DOID:10652	Alzheimer's disease	down	8536	CAMK1
DOID:10652	Alzheimer's disease	down	57118	CAMK1D
DOID:10652	Alzheimer's disease	down	57172	CAMK1G
DOID:10652	Alzheimer's disease	down	79012	CAMKV
DOID:10652	Alzheimer's disease	down	23271	CAMSAP2
DOID:10652	Alzheimer's disease	down	23125	CAMTA2
DOID:10652	Alzheimer's disease	down	55832	CAND1
DOID:10652	Alzheimer's disease	down	10486	CAP2
DOID:10652	Alzheimer's disease	down	726	CAPN5
DOID:10652	Alzheimer's disease	down	826	CAPNS1
DOID:10652	Alzheimer's disease	down	832	CAPZB
DOID:10652	Alzheimer's disease	down	79800	CARF
DOID:10652	Alzheimer's disease	down	55739	CARKD
DOID:10652	Alzheimer's disease	down	833	CARS
DOID:10652	Alzheimer's disease	down	55259	CASC1
DOID:10652	Alzheimer's disease	down	64921	CASD1
DOID:10652	Alzheimer's disease	down	8573	CASK
DOID:10652	Alzheimer's disease	down	844	CASQ1
DOID:10652	Alzheimer's disease	down	57828	CATSPERG
DOID:10652	Alzheimer's disease	down	863	CBFA2T3
DOID:10652	Alzheimer's disease	down	8535	CBX4
DOID:10652	Alzheimer's disease	down	23492	CBX7
DOID:10652	Alzheimer's disease	down	9720	CCDC144A
DOID:10652	Alzheimer's disease	down	80127	CCDC176
DOID:10652	Alzheimer's disease	down	55088	CCDC186
DOID:10652	Alzheimer's disease	down	55246	CCDC25
DOID:10652	Alzheimer's disease	down	25901	CCDC28A
DOID:10652	Alzheimer's disease	down	57003	CCDC47
DOID:10652	Alzheimer's disease	down	79714	CCDC51
DOID:10652	Alzheimer's disease	down	51019	CCDC53
DOID:10652	Alzheimer's disease	down	284001	CCDC57
DOID:10652	Alzheimer's disease	down	80323	CCDC68
DOID:10652	Alzheimer's disease	down	79741	CCDC7
DOID:10652	Alzheimer's disease	down	11007	CCDC85B
DOID:10652	Alzheimer's disease	down	881	CCIN
DOID:10652	Alzheimer's disease	down	887	CCKBR
DOID:10652	Alzheimer's disease	down	6346	CCL1
DOID:10652	Alzheimer's disease	down	898	CCNE1
DOID:10652	Alzheimer's disease	down	1235	CCR6
DOID:10652	Alzheimer's disease	down	25819	CCRN4L
DOID:10652	Alzheimer's disease	down	54462	CCSER2
DOID:10652	Alzheimer's disease	down	10576	CCT2
DOID:10652	Alzheimer's disease	down	908	CCT6A
DOID:10652	Alzheimer's disease	down	10574	CCT7
DOID:10652	Alzheimer's disease	down	10694	CCT8
DOID:10652	Alzheimer's disease	down	51622	CCZ1
DOID:10652	Alzheimer's disease	down	221960	CCZ1B
DOID:10652	Alzheimer's disease	down	952	CD38
DOID:10652	Alzheimer's disease	down	959	CD40LG
DOID:10652	Alzheimer's disease	down	9308	CD83
DOID:10652	Alzheimer's disease	down	925	CD8A
DOID:10652	Alzheimer's disease	down	10225	CD96
DOID:10652	Alzheimer's disease	down	11140	CDC37
DOID:10652	Alzheimer's disease	down	55664	CDC37L1
DOID:10652	Alzheimer's disease	down	51362	CDC40
DOID:10652	Alzheimer's disease	down	8476	CDC42BPA
DOID:10652	Alzheimer's disease	down	988	CDC5L
DOID:10652	Alzheimer's disease	down	990	CDC6
DOID:10652	Alzheimer's disease	down	8317	CDC7
DOID:10652	Alzheimer's disease	down	1010	CDH12
DOID:10652	Alzheimer's disease	down	1012	CDH13
DOID:10652	Alzheimer's disease	down	1015	CDH17
DOID:10652	Alzheimer's disease	down	1016	CDH18
DOID:10652	Alzheimer's disease	down	1000	CDH2
DOID:10652	Alzheimer's disease	down	1005	CDH7
DOID:10652	Alzheimer's disease	down	1006	CDH8
DOID:10652	Alzheimer's disease	down	1007	CDH9
DOID:10652	Alzheimer's disease	down	10423	CDIPT
DOID:10652	Alzheimer's disease	down	23552	CDK20
DOID:10652	Alzheimer's disease	down	1020	CDK5
DOID:10652	Alzheimer's disease	down	8851	CDK5R1
DOID:10652	Alzheimer's disease	down	8941	CDK5R2
DOID:10652	Alzheimer's disease	down	51654	CDK5RAP1
DOID:10652	Alzheimer's disease	down	1021	CDK6
DOID:10652	Alzheimer's disease	down	1022	CDK7
DOID:10652	Alzheimer's disease	down	8814	CDKL1
DOID:10652	Alzheimer's disease	down	8999	CDKL2
DOID:10652	Alzheimer's disease	down	1033	CDKN3
DOID:10652	Alzheimer's disease	down	1039	CDR2
DOID:10652	Alzheimer's disease	down	9085	CDY1
DOID:10652	Alzheimer's disease	down	2491	CENPI
DOID:10652	Alzheimer's disease	down	95681	CEP41
DOID:10652	Alzheimer's disease	down	55722	CEP72
DOID:10652	Alzheimer's disease	down	9350	CER1
DOID:10652	Alzheimer's disease	down	253782	CERS6
DOID:10652	Alzheimer's disease	down	1068	CETN1
DOID:10652	Alzheimer's disease	down	54777	CFAP46
DOID:10652	Alzheimer's disease	down	10428	CFDP1
DOID:10652	Alzheimer's disease	down	81494	CFHR5
DOID:10652	Alzheimer's disease	down	79094	CHAC1
DOID:10652	Alzheimer's disease	down	1101	CHAD
DOID:10652	Alzheimer's disease	down	1103	CHAT
DOID:10652	Alzheimer's disease	down	54927	CHCHD3
DOID:10652	Alzheimer's disease	down	79145	CHCHD7
DOID:10652	Alzheimer's disease	down	26038	CHD5
DOID:10652	Alzheimer's disease	down	1114	CHGB
DOID:10652	Alzheimer's disease	down	10752	CHL1
DOID:10652	Alzheimer's disease	down	51510	CHMP5
DOID:10652	Alzheimer's disease	down	79643	CHMP6
DOID:10652	Alzheimer's disease	down	1123	CHN1
DOID:10652	Alzheimer's disease	down	91851	CHRDL1
DOID:10652	Alzheimer's disease	down	89832	CHRFAM7A
DOID:10652	Alzheimer's disease	down	1129	CHRM2
DOID:10652	Alzheimer's disease	down	1136	CHRNA3
DOID:10652	Alzheimer's disease	down	1142	CHRNB3
DOID:10652	Alzheimer's disease	down	8534	CHST1
DOID:10652	Alzheimer's disease	down	9486	CHST10
DOID:10652	Alzheimer's disease	down	23563	CHST5
DOID:10652	Alzheimer's disease	down	1149	CIDEA
DOID:10652	Alzheimer's disease	down	63924	CIDEC
DOID:10652	Alzheimer's disease	down	51550	CINP
DOID:10652	Alzheimer's disease	down	1160	CKMT2
DOID:10652	Alzheimer's disease	down	23155	CLCC1
DOID:10652	Alzheimer's disease	down	1184	CLCN5
DOID:10652	Alzheimer's disease	down	26285	CLDN17
DOID:10652	Alzheimer's disease	down	1364	CLDN4
DOID:10652	Alzheimer's disease	down	1047	CLGN
DOID:10652	Alzheimer's disease	down	10845	CLPX
DOID:10652	Alzheimer's disease	down	63967	CLSPN
DOID:10652	Alzheimer's disease	down	64084	CLSTN2
DOID:10652	Alzheimer's disease	down	9746	CLSTN3
DOID:10652	Alzheimer's disease	down	55907	CMAS
DOID:10652	Alzheimer's disease	down	56942	CMC2
DOID:10652	Alzheimer's disease	down	1258	CNGB1
DOID:10652	Alzheimer's disease	down	149111	CNIH3
DOID:10652	Alzheimer's disease	down	22866	CNKSR2
DOID:10652	Alzheimer's disease	down	26504	CNNM4
DOID:10652	Alzheimer's disease	down	1269	CNR2
DOID:10652	Alzheimer's disease	down	1272	CNTN1
DOID:10652	Alzheimer's disease	down	53942	CNTN5
DOID:10652	Alzheimer's disease	down	27255	CNTN6
DOID:10652	Alzheimer's disease	down	8506	CNTNAP1
DOID:10652	Alzheimer's disease	down	10466	COG5
DOID:10652	Alzheimer's disease	down	8161	COIL
DOID:10652	Alzheimer's disease	down	1300	COL10A1
DOID:10652	Alzheimer's disease	down	1308	COL17A1
DOID:10652	Alzheimer's disease	down	1310	COL19A1
DOID:10652	Alzheimer's disease	down	1297	COL9A1
DOID:10652	Alzheimer's disease	down	1299	COL9A3
DOID:10652	Alzheimer's disease	down	23127	COLGALT2
DOID:10652	Alzheimer's disease	down	22820	COPG1
DOID:10652	Alzheimer's disease	down	10980	COPS6
DOID:10652	Alzheimer's disease	down	22818	COPZ1
DOID:10652	Alzheimer's disease	down	51805	COQ3
DOID:10652	Alzheimer's disease	down	51117	COQ4
DOID:10652	Alzheimer's disease	down	10229	COQ7
DOID:10652	Alzheimer's disease	down	10699	CORIN
DOID:10652	Alzheimer's disease	down	7464	CORO2A
DOID:10652	Alzheimer's disease	down	10391	CORO2B
DOID:10652	Alzheimer's disease	down	1352	COX10
DOID:10652	Alzheimer's disease	down	51241	COX16
DOID:10652	Alzheimer's disease	down	1337	COX6A1
DOID:10652	Alzheimer's disease	down	1345	COX6C
DOID:10652	Alzheimer's disease	down	9167	COX7A2L
DOID:10652	Alzheimer's disease	down	1349	COX7B
DOID:10652	Alzheimer's disease	down	1350	COX7C
DOID:10652	Alzheimer's disease	down	27132	CPNE7
DOID:10652	Alzheimer's disease	down	10898	CPSF4
DOID:10652	Alzheimer's disease	down	90993	CREB3L1
DOID:10652	Alzheimer's disease	down	79174	CRELD2
DOID:10652	Alzheimer's disease	down	1395	CRHR2
DOID:10652	Alzheimer's disease	down	1397	CRIP2
DOID:10652	Alzheimer's disease	down	1400	CRMP1
DOID:10652	Alzheimer's disease	down	51340	CRNKL1
DOID:10652	Alzheimer's disease	down	1408	CRY2
DOID:10652	Alzheimer's disease	down	1412	CRYBA2
DOID:10652	Alzheimer's disease	down	1414	CRYBB1
DOID:10652	Alzheimer's disease	down	9946	CRYZL1
DOID:10652	Alzheimer's disease	down	1431	CS
DOID:10652	Alzheimer's disease	down	7812	CSDE1
DOID:10652	Alzheimer's disease	down	1457	CSNK2A1
DOID:10652	Alzheimer's disease	down	10675	CSPG5
DOID:10652	Alzheimer's disease	down	80034	CSRNP3
DOID:10652	Alzheimer's disease	down	1473	CST5
DOID:10652	Alzheimer's disease	down	10047	CST8
DOID:10652	Alzheimer's disease	down	1478	CSTF2
DOID:10652	Alzheimer's disease	down	23283	CSTF2T
DOID:10652	Alzheimer's disease	down	64693	CTAGE1
DOID:10652	Alzheimer's disease	down	80169	CTC1
DOID:10652	Alzheimer's disease	down	140690	CTCFL
DOID:10652	Alzheimer's disease	down	1493	CTLA4
DOID:10652	Alzheimer's disease	down	1496	CTNNA2
DOID:10652	Alzheimer's disease	down	29119	CTNNA3
DOID:10652	Alzheimer's disease	down	56998	CTNNBIP1
DOID:10652	Alzheimer's disease	down	1508	CTSB
DOID:10652	Alzheimer's disease	down	8722	CTSF
DOID:10652	Alzheimer's disease	down	8454	CUL1
DOID:10652	Alzheimer's disease	down	51596	CUTA
DOID:10652	Alzheimer's disease	down	6376	CX3CL1
DOID:10652	Alzheimer's disease	down	1525	CXADR
DOID:10652	Alzheimer's disease	down	80319	CXXC4
DOID:10652	Alzheimer's disease	down	55086	CXorf57
DOID:10652	Alzheimer's disease	down	1534	CYB561
DOID:10652	Alzheimer's disease	down	80777	CYB5B
DOID:10652	Alzheimer's disease	down	51706	CYB5R1
DOID:10652	Alzheimer's disease	down	26999	CYFIP2
DOID:10652	Alzheimer's disease	down	1543	CYP1A1
DOID:10652	Alzheimer's disease	down	57404	CYP20A1
DOID:10652	Alzheimer's disease	down	56603	CYP26B1
DOID:10652	Alzheimer's disease	down	1594	CYP27B1
DOID:10652	Alzheimer's disease	down	1553	CYP2A13
DOID:10652	Alzheimer's disease	down	1549	CYP2A7
DOID:10652	Alzheimer's disease	down	1555	CYP2B6
DOID:10652	Alzheimer's disease	down	1558	CYP2C8
DOID:10652	Alzheimer's disease	down	1572	CYP2F1
DOID:10652	Alzheimer's disease	down	1576	CYP3A4
DOID:10652	Alzheimer's disease	down	1551	CYP3A7
DOID:10652	Alzheimer's disease	down	1595	CYP51A1
DOID:10652	Alzheimer's disease	down	1581	CYP7A1
DOID:10652	Alzheimer's disease	down	9420	CYP7B1
DOID:10652	Alzheimer's disease	down	9265	CYTH3
DOID:10652	Alzheimer's disease	down	1600	DAB1
DOID:10652	Alzheimer's disease	down	747	DAGLA
DOID:10652	Alzheimer's disease	down	55157	DARS2
DOID:10652	Alzheimer's disease	down	79007	DBNDD1
DOID:10652	Alzheimer's disease	down	80344	DCAF11
DOID:10652	Alzheimer's disease	down	54876	DCAF16
DOID:10652	Alzheimer's disease	down	55827	DCAF6
DOID:10652	Alzheimer's disease	down	1630	DCC
DOID:10652	Alzheimer's disease	down	54798	DCHS2
DOID:10652	Alzheimer's disease	down	1633	DCK
DOID:10652	Alzheimer's disease	down	9201	DCLK1
DOID:10652	Alzheimer's disease	down	9937	DCLRE1A
DOID:10652	Alzheimer's disease	down	11258	DCTN3
DOID:10652	Alzheimer's disease	down	79077	DCTPP1
DOID:10652	Alzheimer's disease	down	1641	DCX
DOID:10652	Alzheimer's disease	down	79016	DDA1
DOID:10652	Alzheimer's disease	down	23576	DDAH1
DOID:10652	Alzheimer's disease	down	1642	DDB1
DOID:10652	Alzheimer's disease	down	84301	DDI2
DOID:10652	Alzheimer's disease	down	1650	DDOST
DOID:10652	Alzheimer's disease	down	65992	DDRGK1
DOID:10652	Alzheimer's disease	down	1652	DDT
DOID:10652	Alzheimer's disease	down	1662	DDX10
DOID:10652	Alzheimer's disease	down	57062	DDX24
DOID:10652	Alzheimer's disease	down	29118	DDX25
DOID:10652	Alzheimer's disease	down	51428	DDX41
