series_id	platform_id	sample_id	gsm_name	gpl_name	gse_name	pc	pc_tissue_control	or	pc_control	sample_class
13217	1787	519985	GSM1535167	GPL19370	GSE62872				pc_control	0
13217	1787	519991	GSM1535168	GPL19370	GSE62872				pc_control	0
13217	1787	519997	GSM1535169	GPL19370	GSE62872				pc_control	0
13217	1787	520006	GSM1535170	GPL19370	GSE62872				pc_control	0
13217	1787	520013	GSM1535171	GPL19370	GSE62872				pc_control	0
13217	1787	520017	GSM1535172	GPL19370	GSE62872				pc_control	0
13217	1787	520021	GSM1535173	GPL19370	GSE62872				pc_control	0
13217	1787	520026	GSM1535174	GPL19370	GSE62872				pc_control	0
13217	1787	520032	GSM1535175	GPL19370	GSE62872				pc_control	0
13217	1787	520034	GSM1535176	GPL19370	GSE62872				pc_control	0
13217	1787	520037	GSM1535177	GPL19370	GSE62872				pc_control	0
13217	1787	520042	GSM1535178	GPL19370	GSE62872				pc_control	0
13217	1787	520047	GSM1535179	GPL19370	GSE62872				pc_control	0
13217	1787	520049	GSM1535180	GPL19370	GSE62872				pc_control	0
13217	1787	520057	GSM1535181	GPL19370	GSE62872				pc_control	0
13217	1787	520065	GSM1535182	GPL19370	GSE62872				pc_control	0
13217	1787	520067	GSM1535183	GPL19370	GSE62872				pc_control	0
13217	1787	520076	GSM1535184	GPL19370	GSE62872				pc_control	0
13217	1787	520081	GSM1535185	GPL19370	GSE62872				pc_control	0
13217	1787	520086	GSM1535186	GPL19370	GSE62872				pc_control	0
13217	1787	520092	GSM1535187	GPL19370	GSE62872				pc_control	0
13217	1787	520097	GSM1535188	GPL19370	GSE62872				pc_control	0
13217	1787	520106	GSM1535189	GPL19370	GSE62872				pc_control	0
13217	1787	520116	GSM1535190	GPL19370	GSE62872				pc_control	0
13217	1787	520121	GSM1535191	GPL19370	GSE62872				pc_control	0
13217	1787	520130	GSM1535192	GPL19370	GSE62872				pc_control	0
13217	1787	520137	GSM1535193	GPL19370	GSE62872				pc_control	0
13217	1787	520145	GSM1535194	GPL19370	GSE62872				pc_control	0
13217	1787	520152	GSM1535195	GPL19370	GSE62872				pc_control	0
13217	1787	520156	GSM1535196	GPL19370	GSE62872				pc_control	0
13217	1787	520162	GSM1535197	GPL19370	GSE62872				pc_control	0
13217	1787	520169	GSM1535198	GPL19370	GSE62872				pc_control	0
13217	1787	520174	GSM1535199	GPL19370	GSE62872				pc_control	0
13217	1787	520179	GSM1535200	GPL19370	GSE62872				pc_control	0
13217	1787	520186	GSM1535201	GPL19370	GSE62872				pc_control	0
13217	1787	520192	GSM1535202	GPL19370	GSE62872				pc_control	0
13217	1787	520199	GSM1535203	GPL19370	GSE62872				pc_control	0
13217	1787	520205	GSM1535204	GPL19370	GSE62872				pc_control	0
13217	1787	520210	GSM1535205	GPL19370	GSE62872				pc_control	0
13217	1787	520219	GSM1535206	GPL19370	GSE62872				pc_control	0
13217	1787	520224	GSM1535207	GPL19370	GSE62872				pc_control	0
13217	1787	520231	GSM1535208	GPL19370	GSE62872				pc_control	0
13217	1787	520242	GSM1535209	GPL19370	GSE62872				pc_control	0
13217	1787	520255	GSM1535210	GPL19370	GSE62872				pc_control	0
13217	1787	520262	GSM1535211	GPL19370	GSE62872				pc_control	0
13217	1787	520272	GSM1535212	GPL19370	GSE62872				pc_control	0
13217	1787	520279	GSM1535213	GPL19370	GSE62872				pc_control	0
13217	1787	520289	GSM1535214	GPL19370	GSE62872				pc_control	0
13217	1787	520301	GSM1535215	GPL19370	GSE62872				pc_control	0
13217	1787	520311	GSM1535216	GPL19370	GSE62872				pc_control	0
