series_id	platform_id	sample_id	gsm_name	gpl_name	gse_name	pc	pc_tissue_control	or	pc_control	sample_class
13217	1787	518789	GSM1534969	GPL19370	GSE62872	pc				1
13217	1787	518799	GSM1534970	GPL19370	GSE62872	pc				1
13217	1787	518808	GSM1534971	GPL19370	GSE62872	pc				1
13217	1787	518822	GSM1534972	GPL19370	GSE62872	pc				1
13217	1787	518839	GSM1534973	GPL19370	GSE62872	pc				1
13217	1787	518852	GSM1534974	GPL19370	GSE62872	pc				1
13217	1787	518860	GSM1534975	GPL19370	GSE62872	pc				1
13217	1787	518875	GSM1534976	GPL19370	GSE62872	pc				1
13217	1787	518894	GSM1534977	GPL19370	GSE62872	pc				1
13217	1787	518906	GSM1534978	GPL19370	GSE62872	pc				1
13217	1787	518920	GSM1534979	GPL19370	GSE62872	pc				1
13217	1787	518931	GSM1534980	GPL19370	GSE62872	pc				1
13217	1787	518940	GSM1534981	GPL19370	GSE62872	pc				1
13217	1787	518949	GSM1534982	GPL19370	GSE62872	pc				1
13217	1787	518962	GSM1534983	GPL19370	GSE62872	pc				1
13217	1787	518973	GSM1534984	GPL19370	GSE62872	pc				1
13217	1787	518979	GSM1534985	GPL19370	GSE62872	pc				1
13217	1787	518994	GSM1534986	GPL19370	GSE62872	pc				1
13217	1787	519003	GSM1534987	GPL19370	GSE62872	pc				1
13217	1787	519012	GSM1534988	GPL19370	GSE62872	pc				1
13217	1787	519021	GSM1534989	GPL19370	GSE62872	pc				1
13217	1787	519030	GSM1534990	GPL19370	GSE62872	pc				1
13217	1787	519040	GSM1534991	GPL19370	GSE62872	pc				1
13217	1787	519049	GSM1534992	GPL19370	GSE62872	pc				1
13217	1787	519057	GSM1534993	GPL19370	GSE62872	pc				1
13217	1787	519066	GSM1534994	GPL19370	GSE62872	pc				1
13217	1787	519076	GSM1534995	GPL19370	GSE62872	pc				1
13217	1787	519080	GSM1534996	GPL19370	GSE62872	pc				1
13217	1787	519087	GSM1534997	GPL19370	GSE62872	pc				1
13217	1787	519094	GSM1534998	GPL19370	GSE62872	pc				1
13217	1787	519102	GSM1534999	GPL19370	GSE62872	pc				1
13217	1787	519108	GSM1535000	GPL19370	GSE62872	pc				1
13217	1787	519116	GSM1535001	GPL19370	GSE62872	pc				1
13217	1787	519121	GSM1535002	GPL19370	GSE62872	pc				1
13217	1787	519127	GSM1535003	GPL19370	GSE62872	pc				1
13217	1787	519136	GSM1535004	GPL19370	GSE62872	pc				1
13217	1787	519143	GSM1535005	GPL19370	GSE62872	pc				1
13217	1787	519151	GSM1535006	GPL19370	GSE62872	pc				1
13217	1787	519157	GSM1535007	GPL19370	GSE62872	pc				1
13217	1787	519163	GSM1535008	GPL19370	GSE62872	pc				1
13217	1787	519174	GSM1535009	GPL19370	GSE62872	pc				1
13217	1787	519183	GSM1535010	GPL19370	GSE62872	pc				1
13217	1787	519194	GSM1535011	GPL19370	GSE62872	pc				1
13217	1787	519201	GSM1535012	GPL19370	GSE62872	pc				1
13217	1787	519206	GSM1535013	GPL19370	GSE62872	pc				1
13217	1787	519215	GSM1535014	GPL19370	GSE62872	pc				1
13217	1787	519224	GSM1535015	GPL19370	GSE62872	pc				1
13217	1787	519229	GSM1535016	GPL19370	GSE62872	pc				1
13217	1787	519238	GSM1535017	GPL19370	GSE62872	pc				1
13217	1787	519248	GSM1535018	GPL19370	GSE62872	pc				1
13217	1787	519256	GSM1535019	GPL19370	GSE62872	pc				1
13217	1787	519265	GSM1535020	GPL19370	GSE62872	pc				1
13217	1787	519271	GSM1535021	GPL19370	GSE62872	pc				1
13217	1787	519280	GSM1535022	GPL19370	GSE62872	pc				1
13217	1787	519290	GSM1535023	GPL19370	GSE62872	pc				1
13217	1787	519295	GSM1535024	GPL19370	GSE62872	pc				1
13217	1787	519299	GSM1535025	GPL19370	GSE62872	pc				1
13217	1787	519306	GSM1535026	GPL19370	GSE62872	pc				1
13217	1787	519314	GSM1535027	GPL19370	GSE62872	pc				1
13217	1787	519323	GSM1535028	GPL19370	GSE62872	pc				1
13217	1787	519331	GSM1535029	GPL19370	GSE62872	pc				1
13217	1787	519338	GSM1535030	GPL19370	GSE62872	pc				1
13217	1787	519344	GSM1535031	GPL19370	GSE62872	pc				1
13217	1787	519350	GSM1535032	GPL19370	GSE62872	pc				1
13217	1787	519354	GSM1535033	GPL19370	GSE62872	pc				1
13217	1787	519361	GSM1535034	GPL19370	GSE62872	pc				1
13217	1787	519366	GSM1535035	GPL19370	GSE62872	pc				1
13217	1787	519373	GSM1535036	GPL19370	GSE62872	pc				1
13217	1787	519379	GSM1535037	GPL19370	GSE62872	pc				1
13217	1787	519386	GSM1535038	GPL19370	GSE62872	pc				1
13217	1787	519391	GSM1535039	GPL19370	GSE62872	pc				1
13217	1787	519396	GSM1535040	GPL19370	GSE62872	pc				1
13217	1787	519405	GSM1535041	GPL19370	GSE62872	pc				1
13217	1787	519412	GSM1535042	GPL19370	GSE62872	pc				1
13217	1787	519415	GSM1535043	GPL19370	GSE62872	pc				1
13217	1787	519421	GSM1535044	GPL19370	GSE62872	pc				1
13217	1787	519429	GSM1535045	GPL19370	GSE62872	pc				1
13217	1787	519435	GSM1535046	GPL19370	GSE62872	pc				1
13217	1787	519440	GSM1535047	GPL19370	GSE62872	pc				1
13217	1787	519447	GSM1535048	GPL19370	GSE62872	pc				1
13217	1787	519451	GSM1535049	GPL19370	GSE62872	pc				1
13217	1787	519459	GSM1535050	GPL19370	GSE62872	pc				1
13217	1787	519464	GSM1535051	GPL19370	GSE62872	pc				1
13217	1787	519469	GSM1535052	GPL19370	GSE62872	pc				1
13217	1787	519476	GSM1535053	GPL19370	GSE62872	pc				1
13217	1787	519484	GSM1535054	GPL19370	GSE62872	pc				1
13217	1787	519490	GSM1535055	GPL19370	GSE62872	pc				1
13217	1787	519494	GSM1535056	GPL19370	GSE62872	pc				1
13217	1787	519499	GSM1535057	GPL19370	GSE62872				pc_control	0
13217	1787	519504	GSM1535058	GPL19370	GSE62872				pc_control	0
13217	1787	519511	GSM1535059	GPL19370	GSE62872				pc_control	0
13217	1787	519519	GSM1535060	GPL19370	GSE62872				pc_control	0
13217	1787	519528	GSM1535061	GPL19370	GSE62872				pc_control	0
13217	1787	519534	GSM1535062	GPL19370	GSE62872				pc_control	0
13217	1787	519538	GSM1535063	GPL19370	GSE62872				pc_control	0
13217	1787	519543	GSM1535064	GPL19370	GSE62872				pc_control	0
13217	1787	519546	GSM1535065	GPL19370	GSE62872				pc_control	0
13217	1787	519553	GSM1535066	GPL19370	GSE62872				pc_control	0
13217	1787	519556	GSM1535067	GPL19370	GSE62872				pc_control	0
13217	1787	519560	GSM1535068	GPL19370	GSE62872				pc_control	0
13217	1787	519565	GSM1535069	GPL19370	GSE62872				pc_control	0
13217	1787	519569	GSM1535070	GPL19370	GSE62872				pc_control	0
13217	1787	519573	GSM1535071	GPL19370	GSE62872				pc_control	0
13217	1787	519576	GSM1535072	GPL19370	GSE62872				pc_control	0
13217	1787	519581	GSM1535073	GPL19370	GSE62872				pc_control	0
13217	1787	519585	GSM1535074	GPL19370	GSE62872				pc_control	0
13217	1787	519589	GSM1535075	GPL19370	GSE62872				pc_control	0
13217	1787	519593	GSM1535076	GPL19370	GSE62872				pc_control	0
13217	1787	519596	GSM1535077	GPL19370	GSE62872				pc_control	0
13217	1787	519601	GSM1535078	GPL19370	GSE62872				pc_control	0
13217	1787	519605	GSM1535079	GPL19370	GSE62872				pc_control	0
13217	1787	519609	GSM1535080	GPL19370	GSE62872				pc_control	0
13217	1787	519613	GSM1535081	GPL19370	GSE62872				pc_control	0
13217	1787	519617	GSM1535082	GPL19370	GSE62872				pc_control	0
13217	1787	519619	GSM1535083	GPL19370	GSE62872				pc_control	0
13217	1787	519623	GSM1535084	GPL19370	GSE62872				pc_control	0
13217	1787	519629	GSM1535085	GPL19370	GSE62872				pc_control	0
13217	1787	519635	GSM1535086	GPL19370	GSE62872				pc_control	0
13217	1787	519639	GSM1535087	GPL19370	GSE62872				pc_control	0
13217	1787	519645	GSM1535088	GPL19370	GSE62872				pc_control	0
13217	1787	519650	GSM1535089	GPL19370	GSE62872				pc_control	0
13217	1787	519654	GSM1535090	GPL19370	GSE62872				pc_control	0
13217	1787	519659	GSM1535091	GPL19370	GSE62872				pc_control	0
13217	1787	519664	GSM1535092	GPL19370	GSE62872				pc_control	0
13217	1787	519673	GSM1535093	GPL19370	GSE62872				pc_control	0
13217	1787	519679	GSM1535094	GPL19370	GSE62872				pc_control	0
13217	1787	519681	GSM1535095	GPL19370	GSE62872				pc_control	0
13217	1787	519687	GSM1535096	GPL19370	GSE62872				pc_control	0
13217	1787	519691	GSM1535097	GPL19370	GSE62872				pc_control	0
13217	1787	519700	GSM1535098	GPL19370	GSE62872				pc_control	0
13217	1787	519707	GSM1535099	GPL19370	GSE62872				pc_control	0
13217	1787	519715	GSM1535100	GPL19370	GSE62872				pc_control	0
13217	1787	519723	GSM1535101	GPL19370	GSE62872				pc_control	0
13217	1787	519730	GSM1535102	GPL19370	GSE62872				pc_control	0
13217	1787	519734	GSM1535103	GPL19370	GSE62872				pc_control	0
13217	1787	519742	GSM1535104	GPL19370	GSE62872				pc_control	0
13217	1787	519745	GSM1535105	GPL19370	GSE62872				pc_control	0
13217	1787	519751	GSM1535106	GPL19370	GSE62872				pc_control	0
13217	1787	519753	GSM1535107	GPL19370	GSE62872				pc_control	0
13217	1787	519757	GSM1535108	GPL19370	GSE62872				pc_control	0
13217	1787	519762	GSM1535109	GPL19370	GSE62872				pc_control	0
13217	1787	519767	GSM1535110	GPL19370	GSE62872				pc_control	0
13217	1787	519770	GSM1535111	GPL19370	GSE62872				pc_control	0
13217	1787	519774	GSM1535112	GPL19370	GSE62872				pc_control	0
13217	1787	519777	GSM1535113	GPL19370	GSE62872				pc_control	0
13217	1787	519780	GSM1535114	GPL19370	GSE62872				pc_control	0
13217	1787	519784	GSM1535115	GPL19370	GSE62872				pc_control	0
13217	1787	519786	GSM1535116	GPL19370	GSE62872				pc_control	0
13217	1787	519788	GSM1535117	GPL19370	GSE62872				pc_control	0
13217	1787	519791	GSM1535118	GPL19370	GSE62872				pc_control	0
13217	1787	519795	GSM1535119	GPL19370	GSE62872				pc_control	0
13217	1787	519797	GSM1535120	GPL19370	GSE62872				pc_control	0
13217	1787	519800	GSM1535121	GPL19370	GSE62872				pc_control	0
13217	1787	519803	GSM1535122	GPL19370	GSE62872				pc_control	0
13217	1787	519808	GSM1535123	GPL19370	GSE62872				pc_control	0
13217	1787	519809	GSM1535124	GPL19370	GSE62872				pc_control	0
13217	1787	519811	GSM1535125	GPL19370	GSE62872				pc_control	0
13217	1787	519815	GSM1535126	GPL19370	GSE62872				pc_control	0
13217	1787	519819	GSM1535127	GPL19370	GSE62872				pc_control	0
13217	1787	519823	GSM1535128	GPL19370	GSE62872				pc_control	0
13217	1787	519828	GSM1535129	GPL19370	GSE62872				pc_control	0
13217	1787	519832	GSM1535130	GPL19370	GSE62872				pc_control	0
13217	1787	519835	GSM1535131	GPL19370	GSE62872				pc_control	0
13217	1787	519838	GSM1535132	GPL19370	GSE62872				pc_control	0
13217	1787	519841	GSM1535133	GPL19370	GSE62872				pc_control	0
13217	1787	519844	GSM1535134	GPL19370	GSE62872				pc_control	0
13217	1787	519849	GSM1535135	GPL19370	GSE62872				pc_control	0
13217	1787	519850	GSM1535136	GPL19370	GSE62872				pc_control	0
13217	1787	519853	GSM1535137	GPL19370	GSE62872				pc_control	0
13217	1787	519856	GSM1535138	GPL19370	GSE62872				pc_control	0
13217	1787	519859	GSM1535139	GPL19370	GSE62872				pc_control	0
13217	1787	519862	GSM1535140	GPL19370	GSE62872				pc_control	0
13217	1787	519865	GSM1535141	GPL19370	GSE62872				pc_control	0
13217	1787	519869	GSM1535142	GPL19370	GSE62872				pc_control	0
13217	1787	519871	GSM1535143	GPL19370	GSE62872				pc_control	0
13217	1787	519875	GSM1535144	GPL19370	GSE62872				pc_control	0
13217	1787	519878	GSM1535145	GPL19370	GSE62872				pc_control	0
13217	1787	519881	GSM1535146	GPL19370	GSE62872				pc_control	0
13217	1787	519884	GSM1535147	GPL19370	GSE62872				pc_control	0
13217	1787	519886	GSM1535148	GPL19370	GSE62872				pc_control	0
13217	1787	519891	GSM1535149	GPL19370	GSE62872				pc_control	0
13217	1787	519894	GSM1535150	GPL19370	GSE62872				pc_control	0
13217	1787	519898	GSM1535151	GPL19370	GSE62872				pc_control	0
13217	1787	519899	GSM1535152	GPL19370	GSE62872				pc_control	0
13217	1787	519904	GSM1535153	GPL19370	GSE62872				pc_control	0
13217	1787	519906	GSM1535154	GPL19370	GSE62872				pc_control	0
13217	1787	519909	GSM1535155	GPL19370	GSE62872				pc_control	0
13217	1787	519914	GSM1535156	GPL19370	GSE62872				pc_control	0
13217	1787	519919	GSM1535157	GPL19370	GSE62872				pc_control	0
13217	1787	519926	GSM1535158	GPL19370	GSE62872				pc_control	0
13217	1787	519931	GSM1535159	GPL19370	GSE62872				pc_control	0
13217	1787	519938	GSM1535160	GPL19370	GSE62872				pc_control	0
13217	1787	519942	GSM1535161	GPL19370	GSE62872				pc_control	0
13217	1787	519949	GSM1535162	GPL19370	GSE62872				pc_control	0
13217	1787	519955	GSM1535163	GPL19370	GSE62872				pc_control	0
13217	1787	519962	GSM1535164	GPL19370	GSE62872				pc_control	0
13217	1787	519969	GSM1535165	GPL19370	GSE62872				pc_control	0
13217	1787	519977	GSM1535166	GPL19370	GSE62872				pc_control	0
