series_id	platform_id	sample_id	gsm_name	gpl_name	gse_name	ad_control	ad	sample_class
5836	297	236057	GSM1424021	GPL4372	GSE33000		ad	1
5836	297	236058	GSM1424022	GPL4372	GSE33000		ad	1
5836	297	236059	GSM1424023	GPL4372	GSE33000		ad	1
5836	297	236060	GSM1424024	GPL4372	GSE33000		ad	1
5836	297	236061	GSM1424025	GPL4372	GSE33000		ad	1
5836	297	236062	GSM1424026	GPL4372	GSE33000		ad	1
5836	297	236063	GSM1424027	GPL4372	GSE33000		ad	1
5836	297	236064	GSM1424028	GPL4372	GSE33000		ad	1
5836	297	236065	GSM1424029	GPL4372	GSE33000		ad	1
5836	297	236066	GSM1424030	GPL4372	GSE33000		ad	1
5836	297	236067	GSM1424031	GPL4372	GSE33000		ad	1
5836	297	236068	GSM1424032	GPL4372	GSE33000		ad	1
5836	297	236069	GSM1424033	GPL4372	GSE33000		ad	1
5836	297	236070	GSM1424034	GPL4372	GSE33000		ad	1
5836	297	236071	GSM1424035	GPL4372	GSE33000		ad	1
5836	297	236072	GSM1424036	GPL4372	GSE33000		ad	1
5836	297	236073	GSM1424037	GPL4372	GSE33000		ad	1
5836	297	236074	GSM1424038	GPL4372	GSE33000		ad	1
5836	297	236075	GSM1424039	GPL4372	GSE33000		ad	1
5836	297	236076	GSM1424040	GPL4372	GSE33000		ad	1
5836	297	236077	GSM1424041	GPL4372	GSE33000		ad	1
5836	297	236078	GSM1424042	GPL4372	GSE33000		ad	1
5836	297	236079	GSM1424043	GPL4372	GSE33000		ad	1
5836	297	236080	GSM1424044	GPL4372	GSE33000		ad	1
5836	297	236081	GSM1424045	GPL4372	GSE33000		ad	1
5836	297	236082	GSM1424046	GPL4372	GSE33000		ad	1
5836	297	236083	GSM1424047	GPL4372	GSE33000		ad	1
5836	297	236084	GSM1424048	GPL4372	GSE33000		ad	1
5836	297	236085	GSM1424049	GPL4372	GSE33000		ad	1
5836	297	236086	GSM1424050	GPL4372	GSE33000		ad	1
5836	297	236087	GSM1424051	GPL4372	GSE33000		ad	1
5836	297	236088	GSM1424052	GPL4372	GSE33000		ad	1
5836	297	236089	GSM1424053	GPL4372	GSE33000		ad	1
5836	297	236090	GSM1424054	GPL4372	GSE33000		ad	1
5836	297	236091	GSM1424055	GPL4372	GSE33000		ad	1
5836	297	236092	GSM1424056	GPL4372	GSE33000		ad	1
5836	297	236093	GSM1424057	GPL4372	GSE33000		ad	1
5836	297	236094	GSM1424058	GPL4372	GSE33000		ad	1
5836	297	236095	GSM1424059	GPL4372	GSE33000		ad	1
5836	297	236096	GSM1424060	GPL4372	GSE33000		ad	1
5836	297	236097	GSM1424061	GPL4372	GSE33000		ad	1
5836	297	236098	GSM1424062	GPL4372	GSE33000		ad	1
5836	297	236099	GSM1424063	GPL4372	GSE33000		ad	1
5836	297	236100	GSM1424064	GPL4372	GSE33000		ad	1
5836	297	236101	GSM1424065	GPL4372	GSE33000		ad	1
5836	297	236102	GSM1424066	GPL4372	GSE33000		ad	1
5836	297	236103	GSM1424067	GPL4372	GSE33000		ad	1
5836	297	236104	GSM1424068	GPL4372	GSE33000		ad	1
5836	297	236105	GSM1424069	GPL4372	GSE33000		ad	1
5836	297	236106	GSM1424070	GPL4372	GSE33000		ad	1
5836	297	236107	GSM1424071	GPL4372	GSE33000		ad	1
5836	297	236108	GSM1424072	GPL4372	GSE33000		ad	1
5836	297	236109	GSM1424073	GPL4372	GSE33000		ad	1
5836	297	236110	GSM1424074	GPL4372	GSE33000		ad	1
5836	297	236111	GSM1424075	GPL4372	GSE33000		ad	1
5836	297	236112	GSM1424076	GPL4372	GSE33000		ad	1
5836	297	236113	GSM1424077	GPL4372	GSE33000		ad	1
5836	297	236114	GSM1424078	GPL4372	GSE33000		ad	1
5836	297	236115	GSM1424079	GPL4372	GSE33000		ad	1
5836	297	236116	GSM1424080	GPL4372	GSE33000		ad	1
5836	297	236117	GSM1424081	GPL4372	GSE33000		ad	1
5836	297	236118	GSM1424082	GPL4372	GSE33000		ad	1
5836	297	236119	GSM1424083	GPL4372	GSE33000		ad	1
5836	297	236120	GSM1424084	GPL4372	GSE33000		ad	1
5836	297	236121	GSM1424085	GPL4372	GSE33000		ad	1
5836	297	236122	GSM1424086	GPL4372	GSE33000		ad	1
5836	297	236123	GSM1424087	GPL4372	GSE33000		ad	1
5836	297	236124	GSM1424088	GPL4372	GSE33000		ad	1
5836	297	236125	GSM1424089	GPL4372	GSE33000		ad	1
5836	297	236126	GSM1424090	GPL4372	GSE33000	ad_control		0
5836	297	236127	GSM1424091	GPL4372	GSE33000	ad_control		0
5836	297	236128	GSM1424092	GPL4372	GSE33000	ad_control		0
5836	297	236129	GSM1424093	GPL4372	GSE33000	ad_control		0
5836	297	236130	GSM1424094	GPL4372	GSE33000	ad_control		0
5836	297	236131	GSM1424095	GPL4372	GSE33000	ad_control		0
5836	297	236132	GSM1424096	GPL4372	GSE33000	ad_control		0
5836	297	236133	GSM1424097	GPL4372	GSE33000	ad_control		0
5836	297	236134	GSM1424098	GPL4372	GSE33000	ad_control		0
5836	297	236135	GSM1424099	GPL4372	GSE33000	ad_control		0
5836	297	236136	GSM1424100	GPL4372	GSE33000	ad_control		0
5836	297	236137	GSM1424101	GPL4372	GSE33000	ad_control		0
5836	297	236138	GSM1424102	GPL4372	GSE33000	ad_control		0
5836	297	236139	GSM1424103	GPL4372	GSE33000	ad_control		0
5836	297	236140	GSM1424104	GPL4372	GSE33000	ad_control		0
5836	297	236141	GSM1424105	GPL4372	GSE33000	ad_control		0
5836	297	236142	GSM1424106	GPL4372	GSE33000	ad_control		0
5836	297	236143	GSM1424107	GPL4372	GSE33000	ad_control		0
5836	297	236144	GSM1424108	GPL4372	GSE33000	ad_control		0
5836	297	236145	GSM1424109	GPL4372	GSE33000	ad_control		0
5836	297	236146	GSM1424110	GPL4372	GSE33000	ad_control		0
5836	297	236147	GSM1424111	GPL4372	GSE33000	ad_control		0
5836	297	236148	GSM1424112	GPL4372	GSE33000	ad_control		0
5836	297	236149	GSM1424113	GPL4372	GSE33000	ad_control		0
5836	297	236150	GSM1424114	GPL4372	GSE33000	ad_control		0
5836	297	236151	GSM1424115	GPL4372	GSE33000	ad_control		0
5836	297	236152	GSM1424116	GPL4372	GSE33000	ad_control		0
5836	297	236153	GSM1424117	GPL4372	GSE33000	ad_control		0
5836	297	236154	GSM1424118	GPL4372	GSE33000	ad_control		0
5836	297	236155	GSM1424119	GPL4372	GSE33000	ad_control		0
5836	297	236156	GSM1424120	GPL4372	GSE33000	ad_control		0
5836	297	236157	GSM1424121	GPL4372	GSE33000	ad_control		0
5836	297	236158	GSM1424122	GPL4372	GSE33000	ad_control		0
5836	297	236159	GSM1424123	GPL4372	GSE33000	ad_control		0
5836	297	236160	GSM1424124	GPL4372	GSE33000	ad_control		0
5836	297	236161	GSM1424125	GPL4372	GSE33000	ad_control		0
5836	297	236162	GSM1424126	GPL4372	GSE33000	ad_control		0
5836	297	236163	GSM1424127	GPL4372	GSE33000	ad_control		0
5836	297	236164	GSM1424128	GPL4372	GSE33000	ad_control		0
5836	297	236165	GSM1424129	GPL4372	GSE33000	ad_control		0
5836	297	236166	GSM1424130	GPL4372	GSE33000	ad_control		0
5836	297	236167	GSM1424131	GPL4372	GSE33000	ad_control		0
5836	297	236168	GSM1424132	GPL4372	GSE33000	ad_control		0
5836	297	236169	GSM1424133	GPL4372	GSE33000	ad_control		0
5836	297	236170	GSM1424134	GPL4372	GSE33000	ad_control		0
5836	297	236171	GSM1424135	GPL4372	GSE33000	ad_control		0
5836	297	236172	GSM1424136	GPL4372	GSE33000	ad_control		0
5836	297	236173	GSM1424137	GPL4372	GSE33000	ad_control		0
5836	297	236174	GSM1424138	GPL4372	GSE33000	ad_control		0
5836	297	236175	GSM1424139	GPL4372	GSE33000	ad_control		0
5836	297	236176	GSM1424140	GPL4372	GSE33000	ad_control		0
5836	297	236177	GSM1424141	GPL4372	GSE33000	ad_control		0
5836	297	236178	GSM1424142	GPL4372	GSE33000	ad_control		0
5836	297	236179	GSM1424143	GPL4372	GSE33000	ad_control		0
5836	297	236180	GSM1424144	GPL4372	GSE33000	ad_control		0
5836	297	236181	GSM1424145	GPL4372	GSE33000	ad_control		0
5836	297	236182	GSM1424146	GPL4372	GSE33000	ad_control		0
5836	297	236183	GSM1424147	GPL4372	GSE33000	ad_control		0
5836	297	236184	GSM1424148	GPL4372	GSE33000	ad_control		0
5836	297	236185	GSM1424149	GPL4372	GSE33000	ad_control		0
5836	297	236186	GSM1424150	GPL4372	GSE33000	ad_control		0
5836	297	236187	GSM1424151	GPL4372	GSE33000	ad_control		0
5836	297	236188	GSM1424152	GPL4372	GSE33000	ad_control		0
5836	297	236189	GSM1424153	GPL4372	GSE33000	ad_control		0
5836	297	236190	GSM1424154	GPL4372	GSE33000	ad_control		0
5836	297	236191	GSM1424155	GPL4372	GSE33000	ad_control		0
5836	297	236192	GSM1424156	GPL4372	GSE33000	ad_control		0
5836	297	236193	GSM1424157	GPL4372	GSE33000	ad_control		0
5836	297	236194	GSM1424158	GPL4372	GSE33000	ad_control		0
5836	297	236195	GSM1424159	GPL4372	GSE33000	ad_control		0
5836	297	236196	GSM1424160	GPL4372	GSE33000	ad_control		0
5836	297	236197	GSM1424161	GPL4372	GSE33000	ad_control		0
5836	297	236198	GSM1424162	GPL4372	GSE33000	ad_control		0
5836	297	236199	GSM1424163	GPL4372	GSE33000	ad_control		0
5836	297	236200	GSM1424164	GPL4372	GSE33000	ad_control		0
5836	297	236201	GSM1424165	GPL4372	GSE33000	ad_control		0
5836	297	236202	GSM1424166	GPL4372	GSE33000	ad_control		0
5836	297	236203	GSM1424167	GPL4372	GSE33000	ad_control		0
5836	297	236204	GSM1424168	GPL4372	GSE33000	ad_control		0
5836	297	236205	GSM1424169	GPL4372	GSE33000	ad_control		0
5836	297	236206	GSM1424170	GPL4372	GSE33000	ad_control		0
5836	297	236207	GSM1424171	GPL4372	GSE33000	ad_control		0
5836	297	236208	GSM1424172	GPL4372	GSE33000	ad_control		0
5836	297	236209	GSM1424173	GPL4372	GSE33000	ad_control		0
5836	297	236210	GSM1424174	GPL4372	GSE33000	ad_control		0
5836	297	236211	GSM1424175	GPL4372	GSE33000	ad_control		0
5836	297	236212	GSM1424176	GPL4372	GSE33000	ad_control		0
5836	297	236213	GSM1424177	GPL4372	GSE33000	ad_control		0
5836	297	236214	GSM1424178	GPL4372	GSE33000	ad_control		0
5836	297	236215	GSM1424179	GPL4372	GSE33000	ad_control		0
5836	297	236216	GSM1424180	GPL4372	GSE33000	ad_control		0
5836	297	236217	GSM1424181	GPL4372	GSE33000	ad_control		0
5836	297	236218	GSM1424182	GPL4372	GSE33000	ad_control		0
5836	297	236219	GSM1424183	GPL4372	GSE33000	ad_control		0
5836	297	236220	GSM1424184	GPL4372	GSE33000	ad_control		0
5836	297	236221	GSM1424185	GPL4372	GSE33000	ad_control		0
5836	297	236222	GSM1424186	GPL4372	GSE33000	ad_control		0
5836	297	236223	GSM1424187	GPL4372	GSE33000	ad_control		0
5836	297	236224	GSM1424188	GPL4372	GSE33000	ad_control		0
5836	297	236225	GSM1424189	GPL4372	GSE33000	ad_control		0
5836	297	236226	GSM1424190	GPL4372	GSE33000	ad_control		0
5836	297	236227	GSM1424191	GPL4372	GSE33000	ad_control		0
5836	297	236228	GSM1424192	GPL4372	GSE33000	ad_control		0
5836	297	236229	GSM1424193	GPL4372	GSE33000	ad_control		0
5836	297	236230	GSM1424194	GPL4372	GSE33000	ad_control		0
5836	297	236231	GSM1424195	GPL4372	GSE33000	ad_control		0
5836	297	236232	GSM1424196	GPL4372	GSE33000	ad_control		0
5836	297	236233	GSM1424197	GPL4372	GSE33000	ad_control		0
5836	297	236234	GSM1424198	GPL4372	GSE33000	ad_control		0
5836	297	236235	GSM1424199	GPL4372	GSE33000	ad_control		0
5836	297	236236	GSM1424200	GPL4372	GSE33000	ad_control		0
5836	297	236237	GSM1424201	GPL4372	GSE33000	ad_control		0
5836	297	236238	GSM1424202	GPL4372	GSE33000	ad_control		0
5836	297	236239	GSM1424203	GPL4372	GSE33000	ad_control		0
5836	297	236240	GSM1424204	GPL4372	GSE33000	ad_control		0
5836	297	236241	GSM1424205	GPL4372	GSE33000	ad_control		0
