mygene_sym	mygene_entrez	doid	slim_id	slim_name	case_query	control_query
C22ORF15	150248	DOID_263	DOID:263	kidney cancer	RCC == 'RCC'	RCC_Control == 'RCC_Control'
C22orf15	150248	DOID_263	DOID:263	kidney cancer	RCC == 'RCC'	RCC_Control == 'RCC_Control'
