mygene_sym	mygene_entrez	doid	slim_id	slim_name	case_query	control_query
CTB-174D11.1	728095	DOID_635	DOID:635	acquired immunodeficiency syndrome	HIV_Stage1 == 'HIV_Stage1' or HIV_stage2 == 'HIV_stage2' or HIV_stage3 == 'HIV_stage3'	HIV_healthycontrol == 'HIV_healthycontrol'
CXorf22	170063	DOID_635	DOID:635	acquired immunodeficiency syndrome	HIV_Stage1 == 'HIV_Stage1' or HIV_stage2 == 'HIV_stage2' or HIV_stage3 == 'HIV_stage3'	HIV_healthycontrol == 'HIV_healthycontrol'
CXorf30	645090	DOID_635	DOID:635	acquired immunodeficiency syndrome	HIV_Stage1 == 'HIV_Stage1' or HIV_stage2 == 'HIV_stage2' or HIV_stage3 == 'HIV_stage3'	HIV_healthycontrol == 'HIV_healthycontrol'
FLJ11292	55338	DOID_635	DOID:635	acquired immunodeficiency syndrome	HIV_Stage1 == 'HIV_Stage1' or HIV_stage2 == 'HIV_stage2' or HIV_stage3 == 'HIV_stage3'	HIV_healthycontrol == 'HIV_healthycontrol'
FLJ22184	80164	DOID_635	DOID:635	acquired immunodeficiency syndrome	HIV_Stage1 == 'HIV_Stage1' or HIV_stage2 == 'HIV_stage2' or HIV_stage3 == 'HIV_stage3'	HIV_healthycontrol == 'HIV_healthycontrol'
LOC100093631	100093631	DOID_635	DOID:635	acquired immunodeficiency syndrome	HIV_Stage1 == 'HIV_Stage1' or HIV_stage2 == 'HIV_stage2' or HIV_stage3 == 'HIV_stage3'	HIV_healthycontrol == 'HIV_healthycontrol'
LOC100129361	100129361	DOID_635	DOID:635	acquired immunodeficiency syndrome	HIV_Stage1 == 'HIV_Stage1' or HIV_stage2 == 'HIV_stage2' or HIV_stage3 == 'HIV_stage3'	HIV_healthycontrol == 'HIV_healthycontrol'
LOC100133862	100133862	DOID_635	DOID:635	acquired immunodeficiency syndrome	HIV_Stage1 == 'HIV_Stage1' or HIV_stage2 == 'HIV_stage2' or HIV_stage3 == 'HIV_stage3'	HIV_healthycontrol == 'HIV_healthycontrol'
LOC100505718	100505718	DOID_635	DOID:635	acquired immunodeficiency syndrome	HIV_Stage1 == 'HIV_Stage1' or HIV_stage2 == 'HIV_stage2' or HIV_stage3 == 'HIV_stage3'	HIV_healthycontrol == 'HIV_healthycontrol'
LOC100506172	100506172	DOID_635	DOID:635	acquired immunodeficiency syndrome	HIV_Stage1 == 'HIV_Stage1' or HIV_stage2 == 'HIV_stage2' or HIV_stage3 == 'HIV_stage3'	HIV_healthycontrol == 'HIV_healthycontrol'
LOC100506351	100506351	DOID_635	DOID:635	acquired immunodeficiency syndrome	HIV_Stage1 == 'HIV_Stage1' or HIV_stage2 == 'HIV_stage2' or HIV_stage3 == 'HIV_stage3'	HIV_healthycontrol == 'HIV_healthycontrol'
LOC100507054	100507054	DOID_635	DOID:635	acquired immunodeficiency syndrome	HIV_Stage1 == 'HIV_Stage1' or HIV_stage2 == 'HIV_stage2' or HIV_stage3 == 'HIV_stage3'	HIV_healthycontrol == 'HIV_healthycontrol'
LOC100507316	100507316	DOID_635	DOID:635	acquired immunodeficiency syndrome	HIV_Stage1 == 'HIV_Stage1' or HIV_stage2 == 'HIV_stage2' or HIV_stage3 == 'HIV_stage3'	HIV_healthycontrol == 'HIV_healthycontrol'
LOC100509764	100509764	DOID_635	DOID:635	acquired immunodeficiency syndrome	HIV_Stage1 == 'HIV_Stage1' or HIV_stage2 == 'HIV_stage2' or HIV_stage3 == 'HIV_stage3'	HIV_healthycontrol == 'HIV_healthycontrol'
LOC100630918	100630918	DOID_635	DOID:635	acquired immunodeficiency syndrome	HIV_Stage1 == 'HIV_Stage1' or HIV_stage2 == 'HIV_stage2' or HIV_stage3 == 'HIV_stage3'	HIV_healthycontrol == 'HIV_healthycontrol'
LOC154872	154872	DOID_635	DOID:635	acquired immunodeficiency syndrome	HIV_Stage1 == 'HIV_Stage1' or HIV_stage2 == 'HIV_stage2' or HIV_stage3 == 'HIV_stage3'	HIV_healthycontrol == 'HIV_healthycontrol'
LOC283070	283070	DOID_635	DOID:635	acquired immunodeficiency syndrome	HIV_Stage1 == 'HIV_Stage1' or HIV_stage2 == 'HIV_stage2' or HIV_stage3 == 'HIV_stage3'	HIV_healthycontrol == 'HIV_healthycontrol'
LOC399491	399491	DOID_635	DOID:635	acquired immunodeficiency syndrome	HIV_Stage1 == 'HIV_Stage1' or HIV_stage2 == 'HIV_stage2' or HIV_stage3 == 'HIV_stage3'	HIV_healthycontrol == 'HIV_healthycontrol'
LOC493754	493754	DOID_635	DOID:635	acquired immunodeficiency syndrome	HIV_Stage1 == 'HIV_Stage1' or HIV_stage2 == 'HIV_stage2' or HIV_stage3 == 'HIV_stage3'	HIV_healthycontrol == 'HIV_healthycontrol'
LOC93432	93432	DOID_635	DOID:635	acquired immunodeficiency syndrome	HIV_Stage1 == 'HIV_Stage1' or HIV_stage2 == 'HIV_stage2' or HIV_stage3 == 'HIV_stage3'	HIV_healthycontrol == 'HIV_healthycontrol'
MGC12488	84786	DOID_635	DOID:635	acquired immunodeficiency syndrome	HIV_Stage1 == 'HIV_Stage1' or HIV_stage2 == 'HIV_stage2' or HIV_stage3 == 'HIV_stage3'	HIV_healthycontrol == 'HIV_healthycontrol'
AGAP10	728127	DOID_824	DOID:824	periodontitis	periodontitis == 'periodontitis'	periodontitis_control == 'periodontitis_control'
CXorf22	170063	DOID_824	DOID:824	periodontitis	periodontitis == 'periodontitis'	periodontitis_control == 'periodontitis_control'
FLJ43681	388574	DOID_824	DOID:824	periodontitis	periodontitis == 'periodontitis'	periodontitis_control == 'periodontitis_control'
LOC154872	154872	DOID_824	DOID:824	periodontitis	periodontitis == 'periodontitis'	periodontitis_control == 'periodontitis_control'
LOC284837	284837	DOID_824	DOID:824	periodontitis	periodontitis == 'periodontitis'	periodontitis_control == 'periodontitis_control'
LOC650157	650157	DOID_824	DOID:824	periodontitis	periodontitis == 'periodontitis'	periodontitis_control == 'periodontitis_control'
LOC728819	728819	DOID_824	DOID:824	periodontitis	periodontitis == 'periodontitis'	periodontitis_control == 'periodontitis_control'
LOC93432	93432	DOID_824	DOID:824	periodontitis	periodontitis == 'periodontitis'	periodontitis_control == 'periodontitis_control'
AGAP10	728127	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
C18orf49	400653	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
CTB-174D11.1	728095	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
CXorf22	170063	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
CXorf30	645090	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
DKFZp451A211	400169	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
DKFZp564H213	440432	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
FLJ00290	441310	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
FLJ11292	55338	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
FLJ13744	80078	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
FLJ16124	440867	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
FLJ20518	647476	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
FLJ22184	80164	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
FLJ25694	100128202	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
FLJ31306	379025	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
FLJ32955	150596	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
FLJ33544	728283	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
FLJ34521	646383	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
FLJ38379	285097	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
FLJ38668	644903	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
FLJ38717	401261	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
FLJ39080	441355	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
FLJ41757	440862	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
FLJ46026	400627	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100093631	100093631	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100128416	100128416	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100129361	100129361	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100130938	100130938	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100132891	100132891	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100133862	100133862	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100287098	100287098	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100289098	100289098	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100293211	100293211	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100499221	100499221	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100505718	100505718	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100505811	100505811	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100505812	100505812	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100505902	100505902	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100506014	100506014	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100506172	100506172	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100506351	100506351	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100506379	100506379	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100506538	100506538	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100506558	100506558	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100506827	100506827	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100506870	100506870	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100506882	100506882	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100507033	100507033	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100507054	100507054	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100507165	100507165	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100507316	100507316	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100507419	100507419	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100507501	100507501	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100509764	100509764	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100630918	100630918	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100653005	100653005	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100653086	100653086	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC100996425	100996425	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC145837	145837	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC154872	154872	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC158960	158960	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC253044	253044	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC253842	253842	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC283070	283070	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC283682	283682	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC283692	283692	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC283693	283693	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC283914	283914	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC284837	284837	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC286009	286009	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC286189	286189	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC286190	286190	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC286367	286367	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC388210	388210	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC399491	399491	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC441124	441124	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC493754	493754	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC494150	494150	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC653739	653739	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC728690	728690	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC728819	728819	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC90834	90834	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
LOC93432	93432	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
MGC12488	84786	DOID_3310	DOID:3310	atopic dermatitis	eczema == 'eczema'	eczema_control == 'eczema_control'
AGAP10	728127	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
C11orf39	100507450	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
C18orf49	400653	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
CLTC-IT1	100506863	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
CTB-174D11.1	728095	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
CXorf22	170063	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
CXorf30	645090	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
DKFZp451A211	400169	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
DKFZp564H213	440432	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
FLJ00290	441310	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
FLJ11292	55338	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
FLJ13744	80078	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
FLJ16124	440867	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
FLJ20518	647476	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
FLJ22184	80164	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
FLJ25694	100128202	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
FLJ25715	284241	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
FLJ27255	401281	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
FLJ31306	379025	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
FLJ32955	150596	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
FLJ33544	728283	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
FLJ34521	646383	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
FLJ38379	285097	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
FLJ38668	644903	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
FLJ38717	401261	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
FLJ39080	441355	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
FLJ40453	100288254	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
FLJ41733	400870	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
FLJ41757	440862	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
FLJ43681	388574	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
FLJ45832	400841	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
FLJ46010	401191	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
FLJ46026	400627	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
FLJ46363	400002	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
FLJ46836	401554	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LCA10	643736	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100093631	100093631	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100128416	100128416	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100129361	100129361	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100130938	100130938	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100132891	100132891	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100133862	100133862	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100287098	100287098	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100289098	100289098	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100293211	100293211	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100499221	100499221	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100505718	100505718	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100505811	100505811	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100505812	100505812	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100505902	100505902	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100506014	100506014	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100506172	100506172	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100506351	100506351	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100506379	100506379	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100506538	100506538	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100506558	100506558	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100506737	100506737	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100506827	100506827	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100506870	100506870	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100506882	100506882	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100507033	100507033	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100507054	100507054	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100507165	100507165	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100507316	100507316	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100507419	100507419	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100507501	100507501	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100509764	100509764	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100630918	100630918	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100653005	100653005	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100653086	100653086	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC100996425	100996425	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC101927129	101927129	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC102724631	102724631	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC145837	145837	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC154872	154872	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC158960	158960	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC253044	253044	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC253842	253842	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC283070	283070	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC283682	283682	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC283692	283692	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC283693	283693	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC283914	283914	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC284837	284837	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC286009	286009	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC286189	286189	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC286190	286190	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC286367	286367	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC388210	388210	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC399491	399491	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC400511	400511	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC400863	400863	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
LOC441124	441124	DOID_332	DOID:332	amyotrophic lateral sclerosis	ALS == 'ALS'	ALS_control == 'ALS_control'
