series_id	platform_id	sample_id	gsm_name	gpl_name	gse_name	melanoma	melanoma_control	sample_class
11277	4	442808	GSM183260	GPL570	GSE7553	melanoma		1
11277	4	442809	GSM183261	GPL570	GSE7553	melanoma		1
11277	4	442810	GSM183262	GPL570	GSE7553	melanoma		1
11277	4	442811	GSM183263	GPL570	GSE7553	melanoma		1
11277	4	442812	GSM183264	GPL570	GSE7553	melanoma		1
11277	4	442813	GSM183265	GPL570	GSE7553	melanoma		1
11277	4	442814	GSM183266	GPL570	GSE7553	melanoma		1
11277	4	442821	GSM183273	GPL570	GSE7553	melanoma		1
11277	4	442822	GSM183274	GPL570	GSE7553	melanoma		1
11277	4	442823	GSM183275	GPL570	GSE7553	melanoma		1
11277	4	442824	GSM183276	GPL570	GSE7553	melanoma		1
11277	4	442825	GSM183277	GPL570	GSE7553	melanoma		1
11277	4	442826	GSM183278	GPL570	GSE7553	melanoma		1
11277	4	442827	GSM183279	GPL570	GSE7553	melanoma		1
11277	4	442828	GSM183280	GPL570	GSE7553	melanoma		1
11277	4	442829	GSM183281	GPL570	GSE7553	melanoma		1
11277	4	442830	GSM183282	GPL570	GSE7553	melanoma		1
11277	4	442831	GSM183283	GPL570	GSE7553	melanoma		1
11277	4	442832	GSM183284	GPL570	GSE7553	melanoma		1
11277	4	442833	GSM183285	GPL570	GSE7553	melanoma		1
11277	4	442834	GSM183286	GPL570	GSE7553	melanoma		1
11277	4	442835	GSM183287	GPL570	GSE7553	melanoma		1
11277	4	442836	GSM183288	GPL570	GSE7553	melanoma		1
11277	4	442837	GSM183289	GPL570	GSE7553	melanoma		1
11277	4	442838	GSM183290	GPL570	GSE7553	melanoma		1
11277	4	442839	GSM183291	GPL570	GSE7553	melanoma		1
11277	4	442840	GSM183292	GPL570	GSE7553	melanoma		1
11277	4	442841	GSM183293	GPL570	GSE7553	melanoma		1
11277	4	442842	GSM183294	GPL570	GSE7553	melanoma		1
11277	4	442843	GSM183295	GPL570	GSE7553	melanoma		1
11277	4	442844	GSM183296	GPL570	GSE7553	melanoma		1
11277	4	442845	GSM183297	GPL570	GSE7553	melanoma		1
11277	4	442846	GSM183298	GPL570	GSE7553	melanoma		1
11277	4	442848	GSM183300	GPL570	GSE7553		melanoma_control	0
11277	4	442849	GSM183301	GPL570	GSE7553		melanoma_control	0
11277	4	442850	GSM183302	GPL570	GSE7553		melanoma_control	0
11277	4	442851	GSM183303	GPL570	GSE7553	melanoma		1
11277	4	442852	GSM183304	GPL570	GSE7553	melanoma		1
