series_id	platform_id	sample_id	gsm_name	gpl_name	gse_name	cd_control	cd	sample_class
10812	416	423771	GSM1464686	GPL6884	GSE60083	cd_control		0
10812	416	423772	GSM1464687	GPL6884	GSE60083		cd	1
10812	416	423773	GSM1464688	GPL6884	GSE60083		cd	1
10812	416	423774	GSM1464689	GPL6884	GSE60083		cd	1
10812	416	423775	GSM1464690	GPL6884	GSE60083		cd	1
10812	416	423776	GSM1464691	GPL6884	GSE60083		cd	1
10812	416	423777	GSM1464692	GPL6884	GSE60083	cd_control		0
10812	416	423778	GSM1464693	GPL6884	GSE60083		cd	1
10812	416	423779	GSM1464694	GPL6884	GSE60083		cd	1
10812	416	423780	GSM1464695	GPL6884	GSE60083	cd_control		0
10812	416	423781	GSM1464696	GPL6884	GSE60083		cd	1
10812	416	423782	GSM1464697	GPL6884	GSE60083		cd	1
10812	416	423783	GSM1464698	GPL6884	GSE60083		cd	1
10812	416	423784	GSM1464699	GPL6884	GSE60083		cd	1
10812	416	423785	GSM1464700	GPL6884	GSE60083		cd	1
10812	416	423786	GSM1464701	GPL6884	GSE60083	cd_control		0
10812	416	423787	GSM1464702	GPL6884	GSE60083		cd	1
10812	416	423788	GSM1464703	GPL6884	GSE60083		cd	1
10812	416	423789	GSM1464704	GPL6884	GSE60083		cd	1
10812	416	423790	GSM1464705	GPL6884	GSE60083		cd	1
10812	416	423791	GSM1464706	GPL6884	GSE60083	cd_control		0
10812	416	423792	GSM1464707	GPL6884	GSE60083		cd	1
10812	416	423793	GSM1464708	GPL6884	GSE60083	cd_control		0
10812	416	423794	GSM1464709	GPL6884	GSE60083		cd	1
10812	416	423795	GSM1464710	GPL6884	GSE60083		cd	1
10812	416	423796	GSM1464711	GPL6884	GSE60083		cd	1
10812	416	423797	GSM1464712	GPL6884	GSE60083	cd_control		0
10812	416	423798	GSM1464713	GPL6884	GSE60083	cd_control		0
10812	416	423799	GSM1464714	GPL6884	GSE60083	cd_control		0
10812	416	423800	GSM1464715	GPL6884	GSE60083		cd	1
10812	416	423801	GSM1464716	GPL6884	GSE60083		cd	1
10812	416	423802	GSM1464717	GPL6884	GSE60083	cd_control		0
10812	416	423803	GSM1464718	GPL6884	GSE60083	cd_control		0
10812	416	423804	GSM1464719	GPL6884	GSE60083	cd_control		0
10812	416	423805	GSM1464720	GPL6884	GSE60083	cd_control		0
10812	416	423806	GSM1464721	GPL6884	GSE60083	cd_control		0
10812	416	423807	GSM1464722	GPL6884	GSE60083	cd_control		0
10812	416	423808	GSM1464723	GPL6884	GSE60083		cd	1
10812	416	423809	GSM1464724	GPL6884	GSE60083	cd_control		0
10812	416	423810	GSM1464725	GPL6884	GSE60083	cd_control		0
10812	416	423811	GSM1464726	GPL6884	GSE60083		cd	1
10812	416	423812	GSM1464727	GPL6884	GSE60083		cd	1
10812	416	423813	GSM1464728	GPL6884	GSE60083	cd_control		0
10812	416	423814	GSM1464729	GPL6884	GSE60083		cd	1
10812	416	423815	GSM1464730	GPL6884	GSE60083		cd	1
10812	416	423816	GSM1464731	GPL6884	GSE60083	cd_control		0
10812	416	423817	GSM1464732	GPL6884	GSE60083	cd_control		0
10812	416	423818	GSM1464733	GPL6884	GSE60083	cd_control		0
10812	416	423819	GSM1464734	GPL6884	GSE60083	cd_control		0
10812	416	423820	GSM1464735	GPL6884	GSE60083	cd_control		0
10812	416	423821	GSM1464736	GPL6884	GSE60083		cd	1
10812	416	423822	GSM1464737	GPL6884	GSE60083		cd	1
10812	416	423823	GSM1464738	GPL6884	GSE60083		cd	1
10812	416	423824	GSM1464739	GPL6884	GSE60083	cd_control		0
10812	416	423825	GSM1464740	GPL6884	GSE60083	cd_control		0
10812	416	423826	GSM1464741	GPL6884	GSE60083	cd_control		0
10812	416	423827	GSM1464742	GPL6884	GSE60083		cd	1
10812	416	423828	GSM1464743	GPL6884	GSE60083		cd	1
10812	416	423829	GSM1464744	GPL6884	GSE60083		cd	1
10812	416	423830	GSM1464745	GPL6884	GSE60083		cd	1
10812	416	423831	GSM1464746	GPL6884	GSE60083		cd	1
10812	416	423832	GSM1464747	GPL6884	GSE60083	cd_control		0
10812	416	423833	GSM1464748	GPL6884	GSE60083	cd_control		0
10812	416	423834	GSM1464749	GPL6884	GSE60083		cd	1
10812	416	423835	GSM1464750	GPL6884	GSE60083		cd	1
10812	416	423836	GSM1464751	GPL6884	GSE60083		cd	1
10812	416	423837	GSM1464752	GPL6884	GSE60083	cd_control		0
10812	416	423838	GSM1464753	GPL6884	GSE60083		cd	1
10812	416	423839	GSM1464754	GPL6884	GSE60083	cd_control		0
10812	416	423840	GSM1464755	GPL6884	GSE60083		cd	1
10812	416	423841	GSM1464756	GPL6884	GSE60083	cd_control		0
10812	416	423842	GSM1464757	GPL6884	GSE60083		cd	1
10812	416	423843	GSM1464758	GPL6884	GSE60083		cd	1
10812	416	423844	GSM1464759	GPL6884	GSE60083	cd_control		0
10812	416	423845	GSM1464760	GPL6884	GSE60083		cd	1
10812	416	423846	GSM1464761	GPL6884	GSE60083	cd_control		0
10812	416	423847	GSM1464762	GPL6884	GSE60083	cd_control		0
10812	416	423848	GSM1464763	GPL6884	GSE60083		cd	1
10812	416	423849	GSM1464764	GPL6884	GSE60083		cd	1
11023	7	432717	GSM155564	GPL8300	GSE6731	cd_control		0
11023	7	432718	GSM155565	GPL8300	GSE6731	cd_control		0
11023	7	432719	GSM155566	GPL8300	GSE6731	cd_control		0
11023	7	432720	GSM155567	GPL8300	GSE6731	cd_control		0
11023	7	432721	GSM155568	GPL8300	GSE6731		cd	1
11023	7	432722	GSM155569	GPL8300	GSE6731		cd	1
11023	7	432723	GSM155570	GPL8300	GSE6731		cd	1
11023	7	432724	GSM155571	GPL8300	GSE6731		cd	1
11023	7	432725	GSM155572	GPL8300	GSE6731		cd	1
11023	7	432726	GSM155573	GPL8300	GSE6731		cd	1
11023	7	432727	GSM155574	GPL8300	GSE6731		cd	1
11023	7	432728	GSM155575	GPL8300	GSE6731		cd	1
11023	7	432729	GSM155576	GPL8300	GSE6731		cd	1
11023	7	432730	GSM155577	GPL8300	GSE6731		cd	1
11023	7	432731	GSM155578	GPL8300	GSE6731		cd	1
11023	7	432732	GSM155579	GPL8300	GSE6731		cd	1
11023	7	432733	GSM155580	GPL8300	GSE6731		cd	1
11023	7	432734	GSM155581	GPL8300	GSE6731		cd	1
11023	7	432735	GSM155582	GPL8300	GSE6731		cd	1
11023	7	432736	GSM155583	GPL8300	GSE6731		cd	1
11023	7	432737	GSM155584	GPL8300	GSE6731		cd	1
11023	7	432738	GSM155585	GPL8300	GSE6731		cd	1
11023	7	432739	GSM155586	GPL8300	GSE6731		cd	1
11793	25	461264	GSM244745	GPL5760	GSE9686	cd_control		0
11793	25	461265	GSM244746	GPL5760	GSE9686	cd_control		0
11793	25	461266	GSM244747	GPL5760	GSE9686	cd_control		0
11793	25	461267	GSM244748	GPL5760	GSE9686	cd_control		0
11793	25	461268	GSM244749	GPL5760	GSE9686	cd_control		0
11793	25	461269	GSM244750	GPL5760	GSE9686	cd_control		0
11793	25	461270	GSM244751	GPL5760	GSE9686	cd_control		0
11793	25	461271	GSM244752	GPL5760	GSE9686	cd_control		0
11793	25	461272	GSM244753	GPL5760	GSE9686		cd	1
11793	25	461273	GSM244754	GPL5760	GSE9686		cd	1
11793	25	461274	GSM244755	GPL5760	GSE9686		cd	1
11793	25	461275	GSM244756	GPL5760	GSE9686		cd	1
11793	25	461276	GSM244757	GPL5760	GSE9686		cd	1
11793	25	461277	GSM244758	GPL5760	GSE9686		cd	1
11793	25	461278	GSM244759	GPL5760	GSE9686		cd	1
11793	25	461279	GSM244760	GPL5760	GSE9686		cd	1
11793	25	461280	GSM244761	GPL5760	GSE9686		cd	1
11793	25	461281	GSM244762	GPL5760	GSE9686		cd	1
11793	25	461282	GSM244763	GPL5760	GSE9686		cd	1
11793	25	461283	GSM244764	GPL5760	GSE9686		cd	1
11793	25	461284	GSM244765	GPL5760	GSE9686		cd	1
11793	25	461285	GSM244766	GPL5760	GSE9686		cd	1
11793	25	461286	GSM244767	GPL5760	GSE9686		cd	1
11793	25	461287	GSM244768	GPL5760	GSE9686		cd	1
11793	25	461288	GSM244769	GPL5760	GSE9686		cd	1
11793	25	461289	GSM244770	GPL5760	GSE9686		cd	1
11793	25	461290	GSM244771	GPL5760	GSE9686		cd	1
11793	25	461291	GSM244772	GPL5760	GSE9686		cd	1
12194	674	479030	GSM1182596	GPL10558	GSE48634		cd	1
12194	674	479032	GSM1182597	GPL10558	GSE48634		cd	1
12194	674	479035	GSM1182598	GPL10558	GSE48634		cd	1
12194	674	479050	GSM1182603	GPL10558	GSE48634	cd_control		0
12194	674	479054	GSM1182604	GPL10558	GSE48634	cd_control		0
12194	674	479062	GSM1182605	GPL10558	GSE48634	cd_control		0
12194	674	479066	GSM1182606	GPL10558	GSE48634	cd_control		0
12194	674	479070	GSM1182607	GPL10558	GSE48634		cd	1
12194	674	479074	GSM1182608	GPL10558	GSE48634		cd	1
12194	674	479088	GSM1182612	GPL10558	GSE48634	cd_control		0
12194	674	479089	GSM1182613	GPL10558	GSE48634	cd_control		0
12194	674	479093	GSM1182614	GPL10558	GSE48634	cd_control		0
12194	674	479096	GSM1182615	GPL10558	GSE48634		cd	1
12194	674	479099	GSM1182616	GPL10558	GSE48634		cd	1
12194	674	479118	GSM1182622	GPL10558	GSE48634	cd_control		0
12194	674	479121	GSM1182623	GPL10558	GSE48634	cd_control		0
12194	674	479124	GSM1182624	GPL10558	GSE48634	cd_control		0
12194	674	479127	GSM1182625	GPL10558	GSE48634		cd	1
12194	674	479129	GSM1182626	GPL10558	GSE48634		cd	1
12194	674	479131	GSM1182627	GPL10558	GSE48634		cd	1
12194	674	479144	GSM1182631	GPL10558	GSE48634	cd_control		0
12194	674	479147	GSM1182632	GPL10558	GSE48634	cd_control		0
12194	674	479150	GSM1182633	GPL10558	GSE48634	cd_control		0
12194	674	479152	GSM1182634	GPL10558	GSE48634	cd_control		0
12194	674	479155	GSM1182635	GPL10558	GSE48634	cd_control		0
12194	674	479158	GSM1182636	GPL10558	GSE48634	cd_control		0
12194	674	479161	GSM1182637	GPL10558	GSE48634	cd_control		0
12194	674	479164	GSM1182638	GPL10558	GSE48634	cd_control		0
12194	674	479167	GSM1182639	GPL10558	GSE48634		cd	1
12194	674	479170	GSM1182640	GPL10558	GSE48634		cd	1
12194	674	479173	GSM1182641	GPL10558	GSE48634		cd	1
12194	674	479176	GSM1182642	GPL10558	GSE48634	cd_control		0
12194	674	479181	GSM1182644	GPL10558	GSE48634	cd_control		0
12194	674	479184	GSM1182645	GPL10558	GSE48634	cd_control		0
12194	674	479187	GSM1182646	GPL10558	GSE48634	cd_control		0
12194	674	479190	GSM1182647	GPL10558	GSE48634	cd_control		0
12194	674	479193	GSM1182648	GPL10558	GSE48634	cd_control		0
12194	674	479206	GSM1182652	GPL10558	GSE48634	cd_control		0
12194	674	479208	GSM1182653	GPL10558	GSE48634	cd_control		0
12194	674	479216	GSM1182655	GPL10558	GSE48634		cd	1
12194	674	479220	GSM1182656	GPL10558	GSE48634		cd	1
12194	674	479223	GSM1182657	GPL10558	GSE48634		cd	1
12194	674	479224	GSM1182658	GPL10558	GSE48634		cd	1
12194	674	479246	GSM1182665	GPL10558	GSE48634	cd_control		0
12194	674	479249	GSM1182666	GPL10558	GSE48634	cd_control		0
12194	674	479252	GSM1182667	GPL10558	GSE48634	cd_control		0
12194	674	479255	GSM1182668	GPL10558	GSE48634		cd	1
12194	674	479258	GSM1182669	GPL10558	GSE48634		cd	1
12194	674	479260	GSM1182670	GPL10558	GSE48634		cd	1
12194	674	479289	GSM1182679	GPL10558	GSE48634	cd_control		0
12194	674	479291	GSM1182680	GPL10558	GSE48634	cd_control		0
12194	674	479294	GSM1182681	GPL10558	GSE48634	cd_control		0
12194	674	479296	GSM1182682	GPL10558	GSE48634	cd_control		0
12194	674	479298	GSM1182683	GPL10558	GSE48634	cd_control		0
12194	674	479302	GSM1182685	GPL10558	GSE48634		cd	1
12194	674	479313	GSM1182690	GPL10558	GSE48634	cd_control		0
12194	674	479316	GSM1182691	GPL10558	GSE48634	cd_control		0
12194	674	479318	GSM1182692	GPL10558	GSE48634	cd_control		0
12194	674	479320	GSM1182693	GPL10558	GSE48634	cd_control		0
12194	674	479321	GSM1182694	GPL10558	GSE48634	cd_control		0
12194	674	479323	GSM1182695	GPL10558	GSE48634	cd_control		0
12194	674	479325	GSM1182696	GPL10558	GSE48634	cd_control		0
12194	674	479327	GSM1182697	GPL10558	GSE48634	cd_control		0
12194	674	479328	GSM1182698	GPL10558	GSE48634	cd_control		0
12194	674	479333	GSM1182700	GPL10558	GSE48634		cd	1
12194	674	479335	GSM1182701	GPL10558	GSE48634		cd	1
12194	674	479337	GSM1182702	GPL10558	GSE48634		cd	1
12194	674	479350	GSM1182709	GPL10558	GSE48634	cd_control		0
12194	674	479352	GSM1182710	GPL10558	GSE48634	cd_control		0
12194	674	479354	GSM1182711	GPL10558	GSE48634	cd_control		0
12194	674	479356	GSM1182712	GPL10558	GSE48634		cd	1
12194	674	479358	GSM1182713	GPL10558	GSE48634		cd	1
12194	674	479360	GSM1182714	GPL10558	GSE48634		cd	1
12194	674	479375	GSM1182721	GPL10558	GSE48634	cd_control		0
12194	674	479377	GSM1182722	GPL10558	GSE48634	cd_control		0
12194	674	479379	GSM1182723	GPL10558	GSE48634	cd_control		0
12194	674	479381	GSM1182724	GPL10558	GSE48634	cd_control		0
12194	674	479383	GSM1182725	GPL10558	GSE48634	cd_control		0
12194	674	479386	GSM1182726	GPL10558	GSE48634	cd_control		0
12194	674	479388	GSM1182727	GPL10558	GSE48634		cd	1
12194	674	479390	GSM1182728	GPL10558	GSE48634		cd	1
12194	674	479400	GSM1182733	GPL10558	GSE48634	cd_control		0
12194	674	479402	GSM1182734	GPL10558	GSE48634	cd_control		0
12194	674	479404	GSM1182735	GPL10558	GSE48634	cd_control		0
12194	674	479406	GSM1182736	GPL10558	GSE48634	cd_control		0
12194	674	479408	GSM1182737	GPL10558	GSE48634		cd	1
12194	674	479410	GSM1182738	GPL10558	GSE48634		cd	1
12194	674	479419	GSM1182742	GPL10558	GSE48634	cd_control		0
12194	674	479421	GSM1182743	GPL10558	GSE48634	cd_control		0
12194	674	479422	GSM1182744	GPL10558	GSE48634	cd_control		0
12194	674	479424	GSM1182745	GPL10558	GSE48634	cd_control		0
12194	674	479426	GSM1182746	GPL10558	GSE48634	cd_control		0
12194	674	479428	GSM1182747	GPL10558	GSE48634	cd_control		0
12194	674	479430	GSM1182748	GPL10558	GSE48634		cd	1
12194	674	479443	GSM1182754	GPL10558	GSE48634	cd_control		0
12194	674	479445	GSM1182755	GPL10558	GSE48634	cd_control		0
12194	674	479447	GSM1182756	GPL10558	GSE48634	cd_control		0
12194	674	479451	GSM1182758	GPL10558	GSE48634		cd	1
12194	674	479454	GSM1182759	GPL10558	GSE48634		cd	1
12194	674	479460	GSM1182763	GPL10558	GSE48634	cd_control		0
12194	674	479463	GSM1182764	GPL10558	GSE48634	cd_control		0
12194	674	479466	GSM1182765	GPL10558	GSE48634	cd_control		0
12194	674	479469	GSM1182766	GPL10558	GSE48634	cd_control		0
