series_id	platform_id	sample_id	gsm_name	gpl_name	gse_name	smoker_control	smoker	sample_class
450	4	18546	GSM101105	GPL570	GSE11784	smoker_control		0
450	4	18547	GSM101106	GPL570	GSE11784	smoker_control		0
450	4	18548	GSM101107	GPL570	GSE11784		smoker	1
450	4	18549	GSM101111	GPL570	GSE11784		smoker	1
450	4	18550	GSM101113	GPL570	GSE11784		smoker	1
450	4	18551	GSM101114	GPL570	GSE11784		smoker	1
450	4	18552	GSM101115	GPL570	GSE11784		smoker	1
450	4	18553	GSM101116	GPL570	GSE11784		smoker	1
450	4	18554	GSM114089	GPL570	GSE11784		smoker	1
450	4	18555	GSM114090	GPL570	GSE11784		smoker	1
450	4	18556	GSM114093	GPL570	GSE11784		smoker	1
450	4	18557	GSM190149	GPL570	GSE11784	smoker_control		0
450	4	18558	GSM190150	GPL570	GSE11784	smoker_control		0
450	4	18559	GSM190151	GPL570	GSE11784	smoker_control		0
450	4	18560	GSM190153	GPL570	GSE11784	smoker_control		0
450	4	18561	GSM190154	GPL570	GSE11784	smoker_control		0
450	4	18562	GSM190155	GPL570	GSE11784	smoker_control		0
450	4	18563	GSM190156	GPL570	GSE11784	smoker_control		0
450	4	18564	GSM252828	GPL570	GSE11784		smoker	1
450	4	18565	GSM252830	GPL570	GSE11784		smoker	1
450	4	18566	GSM252831	GPL570	GSE11784		smoker	1
450	4	18567	GSM252833	GPL570	GSE11784		smoker	1
450	4	18568	GSM252835	GPL570	GSE11784		smoker	1
450	4	18569	GSM252836	GPL570	GSE11784		smoker	1
450	4	18570	GSM252837	GPL570	GSE11784		smoker	1
450	4	18571	GSM252838	GPL570	GSE11784		smoker	1
450	4	18572	GSM252839	GPL570	GSE11784		smoker	1
450	4	18573	GSM252841	GPL570	GSE11784		smoker	1
450	4	18574	GSM252855	GPL570	GSE11784	smoker_control		0
450	4	18575	GSM252867	GPL570	GSE11784	smoker_control		0
450	4	18576	GSM252871	GPL570	GSE11784		smoker	1
450	4	18577	GSM252876	GPL570	GSE11784		smoker	1
450	4	18578	GSM252879	GPL570	GSE11784		smoker	1
450	4	18579	GSM252880	GPL570	GSE11784		smoker	1
450	4	18580	GSM252881	GPL570	GSE11784		smoker	1
450	4	18581	GSM252882	GPL570	GSE11784		smoker	1
450	4	18582	GSM252884	GPL570	GSE11784		smoker	1
450	4	18583	GSM252885	GPL570	GSE11784		smoker	1
450	4	18584	GSM254149	GPL570	GSE11784	smoker_control		0
450	4	18585	GSM254150	GPL570	GSE11784	smoker_control		0
450	4	18586	GSM254151	GPL570	GSE11784	smoker_control		0
450	4	18587	GSM254152	GPL570	GSE11784	smoker_control		0
450	4	18588	GSM254157	GPL570	GSE11784		smoker	1
450	4	18589	GSM254158	GPL570	GSE11784		smoker	1
450	4	18590	GSM254159	GPL570	GSE11784		smoker	1
450	4	18591	GSM254160	GPL570	GSE11784		smoker	1
450	4	18592	GSM254161	GPL570	GSE11784		smoker	1
450	4	18593	GSM254163	GPL570	GSE11784		smoker	1
450	4	18594	GSM254169	GPL570	GSE11784		smoker	1
450	4	18595	GSM254172	GPL570	GSE11784		smoker	1
450	4	18596	GSM254173	GPL570	GSE11784		smoker	1
450	4	18597	GSM254174	GPL570	GSE11784		smoker	1
450	4	18598	GSM254175	GPL570	GSE11784		smoker	1
450	4	18599	GSM254176	GPL570	GSE11784		smoker	1
450	4	18600	GSM298219	GPL570	GSE11784	smoker_control		0
450	4	18601	GSM298220	GPL570	GSE11784	smoker_control		0
450	4	18602	GSM298221	GPL570	GSE11784	smoker_control		0
450	4	18603	GSM298222	GPL570	GSE11784	smoker_control		0
450	4	18604	GSM298223	GPL570	GSE11784	smoker_control		0
450	4	18605	GSM298224	GPL570	GSE11784	smoker_control		0
450	4	18606	GSM298225	GPL570	GSE11784	smoker_control		0
450	4	18607	GSM298226	GPL570	GSE11784	smoker_control		0
450	4	18608	GSM298227	GPL570	GSE11784	smoker_control		0
450	4	18609	GSM298228	GPL570	GSE11784	smoker_control		0
450	4	18610	GSM298229	GPL570	GSE11784	smoker_control		0
450	4	18611	GSM298230	GPL570	GSE11784		smoker	1
450	4	18612	GSM298231	GPL570	GSE11784		smoker	1
450	4	18613	GSM298232	GPL570	GSE11784		smoker	1
450	4	18614	GSM298233	GPL570	GSE11784		smoker	1
450	4	18615	GSM298234	GPL570	GSE11784		smoker	1
450	4	18616	GSM298235	GPL570	GSE11784		smoker	1
450	4	18617	GSM298236	GPL570	GSE11784		smoker	1
450	4	18618	GSM298237	GPL570	GSE11784		smoker	1
450	4	18619	GSM298238	GPL570	GSE11784		smoker	1
450	4	18620	GSM298239	GPL570	GSE11784		smoker	1
450	4	18621	GSM298240	GPL570	GSE11784		smoker	1
450	4	18622	GSM298241	GPL570	GSE11784		smoker	1
450	4	18623	GSM298242	GPL570	GSE11784		smoker	1
450	4	18624	GSM298243	GPL570	GSE11784		smoker	1
450	4	18625	GSM298244	GPL570	GSE11784		smoker	1
450	4	18626	GSM298245	GPL570	GSE11784		smoker	1
450	4	18627	GSM298246	GPL570	GSE11784		smoker	1
450	4	18628	GSM298247	GPL570	GSE11784		smoker	1
450	4	18629	GSM300859	GPL570	GSE11784	smoker_control		0
450	4	18630	GSM302396	GPL570	GSE11784	smoker_control		0
450	4	18631	GSM302397	GPL570	GSE11784	smoker_control		0
450	4	18632	GSM302399	GPL570	GSE11784		smoker	1
450	4	18633	GSM350871	GPL570	GSE11784	smoker_control		0
450	4	18634	GSM350873	GPL570	GSE11784	smoker_control		0
450	4	18635	GSM350874	GPL570	GSE11784		smoker	1
450	4	18636	GSM350955	GPL570	GSE11784	smoker_control		0
450	4	18637	GSM350956	GPL570	GSE11784	smoker_control		0
450	4	18638	GSM350957	GPL570	GSE11784		smoker	1
450	4	18639	GSM350958	GPL570	GSE11784		smoker	1
450	4	18640	GSM364038	GPL570	GSE11784		smoker	1
450	4	18641	GSM364041	GPL570	GSE11784		smoker	1
450	4	18642	GSM364045	GPL570	GSE11784		smoker	1
450	4	18643	GSM364046	GPL570	GSE11784		smoker	1
450	4	18644	GSM364048	GPL570	GSE11784		smoker	1
450	4	18645	GSM410161	GPL570	GSE11784	smoker_control		0
450	4	18646	GSM410162	GPL570	GSE11784	smoker_control		0
450	4	18647	GSM410163	GPL570	GSE11784	smoker_control		0
450	4	18648	GSM410164	GPL570	GSE11784		smoker	1
450	4	18649	GSM410165	GPL570	GSE11784		smoker	1
450	4	18650	GSM434049	GPL570	GSE11784	smoker_control		0
450	4	18651	GSM434050	GPL570	GSE11784	smoker_control		0
450	4	18652	GSM434051	GPL570	GSE11784	smoker_control		0
450	4	18653	GSM434052	GPL570	GSE11784	smoker_control		0
450	4	18654	GSM434053	GPL570	GSE11784		smoker	1
450	4	18655	GSM434054	GPL570	GSE11784		smoker	1
450	4	18656	GSM434055	GPL570	GSE11784		smoker	1
450	4	18657	GSM434056	GPL570	GSE11784		smoker	1
450	4	18658	GSM434057	GPL570	GSE11784		smoker	1
450	4	18659	GSM434058	GPL570	GSE11784		smoker	1
450	4	18660	GSM434059	GPL570	GSE11784		smoker	1
450	4	18661	GSM434060	GPL570	GSE11784		smoker	1
450	4	18662	GSM434061	GPL570	GSE11784		smoker	1
450	4	18663	GSM434062	GPL570	GSE11784		smoker	1
450	4	18664	GSM434063	GPL570	GSE11784		smoker	1
450	4	18665	GSM434064	GPL570	GSE11784		smoker	1
450	4	18666	GSM458579	GPL570	GSE11784	smoker_control		0
450	4	18667	GSM458580	GPL570	GSE11784	smoker_control		0
450	4	18668	GSM458581	GPL570	GSE11784	smoker_control		0
450	4	18669	GSM458582	GPL570	GSE11784	smoker_control		0
450	4	18670	GSM469989	GPL570	GSE11784	smoker_control		0
450	4	18671	GSM469990	GPL570	GSE11784	smoker_control		0
450	4	18672	GSM469991	GPL570	GSE11784	smoker_control		0
450	4	18673	GSM469992	GPL570	GSE11784	smoker_control		0
450	4	18674	GSM469993	GPL570	GSE11784	smoker_control		0
450	4	18675	GSM469994	GPL570	GSE11784	smoker_control		0
450	4	18676	GSM469995	GPL570	GSE11784	smoker_control		0
450	4	18677	GSM469996	GPL570	GSE11784	smoker_control		0
450	4	18678	GSM469997	GPL570	GSE11784	smoker_control		0
450	4	18679	GSM469998	GPL570	GSE11784	smoker_control		0
450	4	18680	GSM469999	GPL570	GSE11784	smoker_control		0
450	4	18681	GSM470000	GPL570	GSE11784		smoker	1
450	4	18682	GSM470001	GPL570	GSE11784		smoker	1
450	4	18683	GSM470002	GPL570	GSE11784		smoker	1
450	4	18684	GSM470003	GPL570	GSE11784		smoker	1
450	4	18685	GSM470004	GPL570	GSE11784		smoker	1
450	4	18686	GSM470005	GPL570	GSE11784		smoker	1
450	4	18687	GSM470006	GPL570	GSE11784		smoker	1
450	4	18688	GSM470007	GPL570	GSE11784		smoker	1
450	4	18689	GSM470008	GPL570	GSE11784		smoker	1
450	4	18690	GSM470009	GPL570	GSE11784		smoker	1
450	4	18691	GSM470010	GPL570	GSE11784		smoker	1
450	4	18692	GSM470011	GPL570	GSE11784		smoker	1
450	4	18693	GSM470012	GPL570	GSE11784		smoker	1
450	4	18694	GSM470013	GPL570	GSE11784		smoker	1
487	4	20855	GSM101095	GPL570	GSE11906	smoker_control		0
487	4	20856	GSM101096	GPL570	GSE11906	smoker_control		0
487	4	20857	GSM101097	GPL570	GSE11906	smoker_control		0
487	4	20858	GSM101098	GPL570	GSE11906	smoker_control		0
487	4	20859	GSM101100	GPL570	GSE11906	smoker_control		0
487	4	20860	GSM101101	GPL570	GSE11906	smoker_control		0
487	4	20861	GSM101102	GPL570	GSE11906	smoker_control		0
487	4	20862	GSM101103	GPL570	GSE11906	smoker_control		0
487	4	20863	GSM101104	GPL570	GSE11906	smoker_control		0
487	4	20864	GSM101105	GPL570	GSE11906	smoker_control		0
487	4	20865	GSM101106	GPL570	GSE11906	smoker_control		0
487	4	20866	GSM101108	GPL570	GSE11906		smoker	1
487	4	20867	GSM101109	GPL570	GSE11906		smoker	1
487	4	20868	GSM101110	GPL570	GSE11906		smoker	1
487	4	20869	GSM101111	GPL570	GSE11906		smoker	1
487	4	20870	GSM101112	GPL570	GSE11906		smoker	1
487	4	20871	GSM101113	GPL570	GSE11906		smoker	1
487	4	20872	GSM101114	GPL570	GSE11906		smoker	1
487	4	20873	GSM101115	GPL570	GSE11906		smoker	1
487	4	20874	GSM101116	GPL570	GSE11906		smoker	1
487	4	20875	GSM114089	GPL570	GSE11906		smoker	1
487	4	20876	GSM114090	GPL570	GSE11906		smoker	1
487	4	20877	GSM114092	GPL570	GSE11906		smoker	1
487	4	20878	GSM114094	GPL570	GSE11906		smoker	1
487	4	20879	GSM114095	GPL570	GSE11906		smoker	1
487	4	20880	GSM114107	GPL570	GSE11906	smoker_control		0
487	4	20881	GSM114108	GPL570	GSE11906	smoker_control		0
487	4	20882	GSM114109	GPL570	GSE11906	smoker_control		0
487	4	20883	GSM114110	GPL570	GSE11906		smoker	1
487	4	20884	GSM114112	GPL570	GSE11906		smoker	1
487	4	20885	GSM114114	GPL570	GSE11906		smoker	1
487	4	20886	GSM190149	GPL570	GSE11906	smoker_control		0
487	4	20887	GSM190150	GPL570	GSE11906	smoker_control		0
487	4	20888	GSM190151	GPL570	GSE11906	smoker_control		0
487	4	20889	GSM190152	GPL570	GSE11906	smoker_control		0
487	4	20890	GSM190153	GPL570	GSE11906	smoker_control		0
487	4	20891	GSM190155	GPL570	GSE11906	smoker_control		0
487	4	20892	GSM190156	GPL570	GSE11906	smoker_control		0
487	4	20893	GSM252799	GPL570	GSE11906	smoker_control		0
487	4	20894	GSM252803	GPL570	GSE11906	smoker_control		0
487	4	20895	GSM252805	GPL570	GSE11906	smoker_control		0
487	4	20896	GSM252806	GPL570	GSE11906	smoker_control		0
487	4	20897	GSM252807	GPL570	GSE11906	smoker_control		0
487	4	20898	GSM252811	GPL570	GSE11906		smoker	1
487	4	20899	GSM252813	GPL570	GSE11906		smoker	1
487	4	20900	GSM252814	GPL570	GSE11906		smoker	1
487	4	20901	GSM252815	GPL570	GSE11906		smoker	1
487	4	20902	GSM252816	GPL570	GSE11906		smoker	1
487	4	20903	GSM252817	GPL570	GSE11906		smoker	1
487	4	20904	GSM252818	GPL570	GSE11906		smoker	1
487	4	20905	GSM252819	GPL570	GSE11906		smoker	1
487	4	20906	GSM252820	GPL570	GSE11906		smoker	1
487	4	20907	GSM252822	GPL570	GSE11906		smoker	1
487	4	20908	GSM252823	GPL570	GSE11906		smoker	1
487	4	20909	GSM252824	GPL570	GSE11906		smoker	1
487	4	20910	GSM252825	GPL570	GSE11906		smoker	1
487	4	20911	GSM252826	GPL570	GSE11906		smoker	1
487	4	20912	GSM252827	GPL570	GSE11906		smoker	1
487	4	20913	GSM252830	GPL570	GSE11906		smoker	1
487	4	20914	GSM252833	GPL570	GSE11906		smoker	1
487	4	20915	GSM252834	GPL570	GSE11906		smoker	1
487	4	20916	GSM252835	GPL570	GSE11906		smoker	1
487	4	20917	GSM252836	GPL570	GSE11906		smoker	1
487	4	20918	GSM252837	GPL570	GSE11906		smoker	1
487	4	20919	GSM252838	GPL570	GSE11906		smoker	1
487	4	20920	GSM252839	GPL570	GSE11906		smoker	1
487	4	20921	GSM252840	GPL570	GSE11906		smoker	1
487	4	20922	GSM252841	GPL570	GSE11906		smoker	1
487	4	20923	GSM252842	GPL570	GSE11906		smoker	1
487	4	20924	GSM252843	GPL570	GSE11906		smoker	1
487	4	20925	GSM252844	GPL570	GSE11906		smoker	1
487	4	20926	GSM252845	GPL570	GSE11906		smoker	1
487	4	20927	GSM252846	GPL570	GSE11906		smoker	1
487	4	20928	GSM252847	GPL570	GSE11906		smoker	1
487	4	20929	GSM252848	GPL570	GSE11906		smoker	1
487	4	20930	GSM252849	GPL570	GSE11906		smoker	1
487	4	20931	GSM252850	GPL570	GSE11906		smoker	1
487	4	20932	GSM252851	GPL570	GSE11906		smoker	1
487	4	20933	GSM252852	GPL570	GSE11906		smoker	1
487	4	20934	GSM252853	GPL570	GSE11906		smoker	1
487	4	20935	GSM252854	GPL570	GSE11906		smoker	1
487	4	20936	GSM252871	GPL570	GSE11906		smoker	1
487	4	20937	GSM252876	GPL570	GSE11906		smoker	1
487	4	20938	GSM252878	GPL570	GSE11906		smoker	1
487	4	20939	GSM252879	GPL570	GSE11906		smoker	1
487	4	20940	GSM252880	GPL570	GSE11906		smoker	1
487	4	20941	GSM252881	GPL570	GSE11906		smoker	1
487	4	20942	GSM252882	GPL570	GSE11906		smoker	1
487	4	20943	GSM252884	GPL570	GSE11906		smoker	1
487	4	20944	GSM252885	GPL570	GSE11906		smoker	1
487	4	20945	GSM254149	GPL570	GSE11906	smoker_control		0
487	4	20946	GSM254150	GPL570	GSE11906	smoker_control		0
487	4	20947	GSM254151	GPL570	GSE11906	smoker_control		0
487	4	20948	GSM254152	GPL570	GSE11906	smoker_control		0
487	4	20949	GSM254157	GPL570	GSE11906		smoker	1
487	4	20950	GSM254158	GPL570	GSE11906		smoker	1
487	4	20951	GSM254159	GPL570	GSE11906		smoker	1
487	4	20952	GSM254160	GPL570	GSE11906		smoker	1
487	4	20953	GSM254161	GPL570	GSE11906		smoker	1
487	4	20954	GSM254163	GPL570	GSE11906		smoker	1
487	4	20955	GSM254169	GPL570	GSE11906		smoker	1
487	4	20956	GSM254172	GPL570	GSE11906		smoker	1
487	4	20957	GSM254173	GPL570	GSE11906		smoker	1
487	4	20958	GSM254174	GPL570	GSE11906		smoker	1
487	4	20959	GSM254175	GPL570	GSE11906		smoker	1
487	4	20960	GSM254176	GPL570	GSE11906		smoker	1
487	4	20961	GSM256181	GPL570	GSE11906	smoker_control		0
487	4	20962	GSM256182	GPL570	GSE11906	smoker_control		0
487	4	20963	GSM256183	GPL570	GSE11906	smoker_control		0
487	4	20964	GSM256184	GPL570	GSE11906	smoker_control		0
487	4	20965	GSM256185	GPL570	GSE11906	smoker_control		0
487	4	20966	GSM256186	GPL570	GSE11906		smoker	1
487	4	20967	GSM256187	GPL570	GSE11906	smoker_control		0
487	4	20968	GSM256188	GPL570	GSE11906	smoker_control		0
487	4	20969	GSM256189	GPL570	GSE11906	smoker_control		0
487	4	20970	GSM256191	GPL570	GSE11906	smoker_control		0
487	4	20971	GSM256192	GPL570	GSE11906	smoker_control		0
487	4	20972	GSM256193	GPL570	GSE11906	smoker_control		0
487	4	20973	GSM256194	GPL570	GSE11906	smoker_control		0
487	4	20974	GSM256195	GPL570	GSE11906		smoker	1
487	4	20975	GSM256196	GPL570	GSE11906		smoker	1
487	4	20976	GSM256197	GPL570	GSE11906		smoker	1
487	4	20977	GSM256198	GPL570	GSE11906		smoker	1
487	4	20978	GSM256199	GPL570	GSE11906		smoker	1
487	4	20979	GSM256200	GPL570	GSE11906		smoker	1
487	4	20980	GSM256201	GPL570	GSE11906		smoker	1
487	4	20981	GSM256202	GPL570	GSE11906		smoker	1
487	4	20982	GSM256203	GPL570	GSE11906		smoker	1
487	4	20983	GSM256204	GPL570	GSE11906		smoker	1
487	4	20984	GSM256205	GPL570	GSE11906		smoker	1
487	4	20985	GSM256206	GPL570	GSE11906		smoker	1
487	4	20986	GSM256207	GPL570	GSE11906		smoker	1
487	4	20987	GSM256208	GPL570	GSE11906		smoker	1
487	4	20988	GSM256209	GPL570	GSE11906		smoker	1
487	4	20989	GSM256210	GPL570	GSE11906		smoker	1
487	4	20990	GSM256211	GPL570	GSE11906		smoker	1
487	4	20991	GSM256212	GPL570	GSE11906		smoker	1
487	4	20992	GSM298219	GPL570	GSE11906	smoker_control		0
487	4	20993	GSM298220	GPL570	GSE11906	smoker_control		0
487	4	20994	GSM298221	GPL570	GSE11906	smoker_control		0
487	4	20995	GSM298222	GPL570	GSE11906	smoker_control		0
487	4	20996	GSM298223	GPL570	GSE11906	smoker_control		0
487	4	20997	GSM298224	GPL570	GSE11906	smoker_control		0
487	4	20998	GSM298225	GPL570	GSE11906	smoker_control		0
487	4	20999	GSM298226	GPL570	GSE11906	smoker_control		0
487	4	21000	GSM298227	GPL570	GSE11906	smoker_control		0
487	4	21001	GSM298228	GPL570	GSE11906	smoker_control		0
487	4	21002	GSM298229	GPL570	GSE11906	smoker_control		0
487	4	21003	GSM298230	GPL570	GSE11906		smoker	1
487	4	21004	GSM298231	GPL570	GSE11906		smoker	1
487	4	21005	GSM298232	GPL570	GSE11906		smoker	1
487	4	21006	GSM298233	GPL570	GSE11906		smoker	1
487	4	21007	GSM298234	GPL570	GSE11906		smoker	1
487	4	21008	GSM298235	GPL570	GSE11906		smoker	1
487	4	21009	GSM298236	GPL570	GSE11906		smoker	1
487	4	21010	GSM298237	GPL570	GSE11906		smoker	1
487	4	21011	GSM298238	GPL570	GSE11906		smoker	1
487	4	21012	GSM298239	GPL570	GSE11906		smoker	1
487	4	21013	GSM298240	GPL570	GSE11906		smoker	1
487	4	21014	GSM298241	GPL570	GSE11906		smoker	1
487	4	21015	GSM298242	GPL570	GSE11906		smoker	1
487	4	21016	GSM298243	GPL570	GSE11906		smoker	1
487	4	21017	GSM298244	GPL570	GSE11906		smoker	1
487	4	21018	GSM298245	GPL570	GSE11906		smoker	1
487	4	21019	GSM298246	GPL570	GSE11906		smoker	1
487	4	21020	GSM298247	GPL570	GSE11906		smoker	1
487	4	21021	GSM300859	GPL570	GSE11906	smoker_control		0
487	4	21022	GSM300860	GPL570	GSE11906	smoker_control		0
487	4	21023	GSM300861	GPL570	GSE11906		smoker	1
487	4	21024	GSM300862	GPL570	GSE11906		smoker	1
487	4	21025	GSM300863	GPL570	GSE11906		smoker	1
487	4	21026	GSM300864	GPL570	GSE11906		smoker	1
487	4	21027	GSM300865	GPL570	GSE11906		smoker	1
487	4	21028	GSM300866	GPL570	GSE11906		smoker	1
487	4	21029	GSM300867	GPL570	GSE11906		smoker	1
487	4	21030	GSM300868	GPL570	GSE11906		smoker	1
487	4	21031	GSM300869	GPL570	GSE11906		smoker	1
487	4	21032	GSM300870	GPL570	GSE11906		smoker	1
487	4	21033	GSM300871	GPL570	GSE11906		smoker	1
487	4	21034	GSM300872	GPL570	GSE11906		smoker	1
487	4	21035	GSM300873	GPL570	GSE11906		smoker	1
487	4	21036	GSM300874	GPL570	GSE11906		smoker	1
487	4	21037	GSM300875	GPL570	GSE11906		smoker	1
487	4	21038	GSM300876	GPL570	GSE11906		smoker	1
487	4	21039	GSM300877	GPL570	GSE11906		smoker	1
487	4	21040	GSM300878	GPL570	GSE11906		smoker	1
487	4	21041	GSM300879	GPL570	GSE11906		smoker	1
487	4	21042	GSM300880	GPL570	GSE11906		smoker	1
487	4	21043	GSM300881	GPL570	GSE11906	smoker_control		0
487	4	21044	GSM300882	GPL570	GSE11906	smoker_control		0
487	4	21045	GSM300883	GPL570	GSE11906	smoker_control		0
487	4	21046	GSM300884	GPL570	GSE11906	smoker_control		0
487	4	21047	GSM300885	GPL570	GSE11906	smoker_control		0
487	4	21048	GSM300886	GPL570	GSE11906	smoker_control		0
487	4	21049	GSM300887	GPL570	GSE11906	smoker_control		0
487	4	21050	GSM300888	GPL570	GSE11906	smoker_control		0
487	4	21051	GSM300889	GPL570	GSE11906	smoker_control		0
487	4	21052	GSM300890	GPL570	GSE11906	smoker_control		0
487	4	21053	GSM300891	GPL570	GSE11906	smoker_control		0
487	4	21054	GSM300892	GPL570	GSE11906	smoker_control		0
487	4	21055	GSM300893	GPL570	GSE11906	smoker_control		0
487	4	21056	GSM300894	GPL570	GSE11906	smoker_control		0
487	4	21057	GSM300895	GPL570	GSE11906	smoker_control		0
487	4	21058	GSM300896	GPL570	GSE11906	smoker_control		0
487	4	21059	GSM300897	GPL570	GSE11906	smoker_control		0
487	4	21060	GSM300898	GPL570	GSE11906		smoker	1
487	4	21061	GSM300899	GPL570	GSE11906		smoker	1
487	4	21062	GSM300900	GPL570	GSE11906		smoker	1
487	4	21063	GSM300901	GPL570	GSE11906		smoker	1
487	4	21064	GSM300902	GPL570	GSE11906		smoker	1
487	4	21065	GSM300903	GPL570	GSE11906		smoker	1
487	4	21066	GSM300904	GPL570	GSE11906		smoker	1
