series_id	platform_id	sample_id	gsm_name	gpl_name	gse_name	sle	sle_control	sample_class
2798	51	114593	GSM443439	GPL1291	GSE20864		sle_control	0
2798	51	114594	GSM443440	GPL1291	GSE20864		sle_control	0
2798	51	114595	GSM443441	GPL1291	GSE20864		sle_control	0
2798	51	114596	GSM443442	GPL1291	GSE20864		sle_control	0
2798	51	114597	GSM443443	GPL1291	GSE20864		sle_control	0
2798	51	114598	GSM443444	GPL1291	GSE20864		sle_control	0
2798	51	114599	GSM443445	GPL1291	GSE20864		sle_control	0
2798	51	114600	GSM443446	GPL1291	GSE20864		sle_control	0
2798	51	114601	GSM443447	GPL1291	GSE20864		sle_control	0
2798	51	114602	GSM443448	GPL1291	GSE20864		sle_control	0
2798	51	114603	GSM443449	GPL1291	GSE20864		sle_control	0
2798	51	114604	GSM443450	GPL1291	GSE20864		sle_control	0
2798	51	114605	GSM443451	GPL1291	GSE20864		sle_control	0
2798	51	114606	GSM443452	GPL1291	GSE20864		sle_control	0
2798	51	114607	GSM443453	GPL1291	GSE20864		sle_control	0
2798	51	114608	GSM443454	GPL1291	GSE20864		sle_control	0
2798	51	114609	GSM443455	GPL1291	GSE20864		sle_control	0
2798	51	114610	GSM443456	GPL1291	GSE20864		sle_control	0
2798	51	114611	GSM443457	GPL1291	GSE20864		sle_control	0
2798	51	114612	GSM443458	GPL1291	GSE20864		sle_control	0
2798	51	114613	GSM443459	GPL1291	GSE20864		sle_control	0
2798	51	114614	GSM443460	GPL1291	GSE20864		sle_control	0
2798	51	114615	GSM443461	GPL1291	GSE20864		sle_control	0
2798	51	114616	GSM443462	GPL1291	GSE20864		sle_control	0
2798	51	114617	GSM443463	GPL1291	GSE20864		sle_control	0
2798	51	114618	GSM443464	GPL1291	GSE20864		sle_control	0
2798	51	114619	GSM443465	GPL1291	GSE20864		sle_control	0
2798	51	114620	GSM443466	GPL1291	GSE20864		sle_control	0
2798	51	114621	GSM443467	GPL1291	GSE20864		sle_control	0
2798	51	114622	GSM443468	GPL1291	GSE20864		sle_control	0
2798	51	114623	GSM443469	GPL1291	GSE20864		sle_control	0
2798	51	114624	GSM443470	GPL1291	GSE20864		sle_control	0
2798	51	114625	GSM443471	GPL1291	GSE20864		sle_control	0
2798	51	114626	GSM521769	GPL1291	GSE20864	sle		1
2798	51	114627	GSM521770	GPL1291	GSE20864	sle		1
2798	51	114628	GSM521771	GPL1291	GSE20864	sle		1
2798	51	114629	GSM521772	GPL1291	GSE20864	sle		1
2798	51	114630	GSM521773	GPL1291	GSE20864	sle		1
2798	51	114631	GSM521774	GPL1291	GSE20864	sle		1
2798	51	114632	GSM521775	GPL1291	GSE20864	sle		1
2798	51	114633	GSM521776	GPL1291	GSE20864	sle		1
2798	51	114634	GSM521777	GPL1291	GSE20864	sle		1
2798	51	114635	GSM521778	GPL1291	GSE20864	sle		1
2983	720	122863	GSM540066	GPL10381	GSE21649		sle_control	0
2983	720	122864	GSM540067	GPL10381	GSE21649		sle_control	0
2983	720	122865	GSM540068	GPL10381	GSE21649		sle_control	0
2983	720	122866	GSM540069	GPL10381	GSE21649		sle_control	0
2983	720	122867	GSM540070	GPL10381	GSE21649	sle		1
2983	720	122868	GSM540071	GPL10381	GSE21649	sle		1
2983	720	122869	GSM540072	GPL10381	GSE21649	sle		1
2983	720	122870	GSM540073	GPL10381	GSE21649	sle		1
3098	389	127445	GSM549358	GPL6947	GSE22098	sle		1
3098	389	127446	GSM549359	GPL6947	GSE22098	sle		1
3098	389	127447	GSM549360	GPL6947	GSE22098	sle		1
3098	389	127448	GSM549361	GPL6947	GSE22098	sle		1
3098	389	127449	GSM549362	GPL6947	GSE22098	sle		1
3098	389	127450	GSM549363	GPL6947	GSE22098	sle		1
3098	389	127451	GSM549364	GPL6947	GSE22098	sle		1
3098	389	127452	GSM549365	GPL6947	GSE22098	sle		1
3098	389	127453	GSM549366	GPL6947	GSE22098	sle		1
3098	389	127454	GSM549367	GPL6947	GSE22098	sle		1
3098	389	127455	GSM549368	GPL6947	GSE22098	sle		1
3098	389	127456	GSM549369	GPL6947	GSE22098	sle		1
3098	389	127457	GSM549370	GPL6947	GSE22098	sle		1
3098	389	127458	GSM549371	GPL6947	GSE22098	sle		1
3098	389	127459	GSM549372	GPL6947	GSE22098	sle		1
3098	389	127460	GSM549373	GPL6947	GSE22098	sle		1
3098	389	127461	GSM549374	GPL6947	GSE22098	sle		1
3098	389	127462	GSM549375	GPL6947	GSE22098	sle		1
3098	389	127463	GSM549376	GPL6947	GSE22098	sle		1
3098	389	127464	GSM549377	GPL6947	GSE22098	sle		1
3098	389	127465	GSM549378	GPL6947	GSE22098	sle		1
3098	389	127466	GSM549379	GPL6947	GSE22098	sle		1
3098	389	127467	GSM549380	GPL6947	GSE22098	sle		1
3098	389	127468	GSM549381	GPL6947	GSE22098	sle		1
3098	389	127469	GSM549382	GPL6947	GSE22098	sle		1
3098	389	127470	GSM549383	GPL6947	GSE22098	sle		1
3098	389	127471	GSM549384	GPL6947	GSE22098	sle		1
3098	389	127472	GSM549385	GPL6947	GSE22098	sle		1
3098	389	127473	GSM549386	GPL6947	GSE22098	sle		1
3098	389	127474	GSM549387	GPL6947	GSE22098	sle		1
3098	389	127475	GSM549388	GPL6947	GSE22098	sle		1
3098	389	127476	GSM549389	GPL6947	GSE22098	sle		1
3098	389	127477	GSM549390	GPL6947	GSE22098	sle		1
3098	389	127478	GSM549391	GPL6947	GSE22098	sle		1
3098	389	127479	GSM549392	GPL6947	GSE22098	sle		1
